Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,50,64,0.78125
Chandler,joy,64,64,1.0
Chandler,fear,7,64,0.109375
Chandler,sadness,9,64,0.140625
Chandler,anger,18,64,0.28125
Chandler,disgust,4,64,0.0625
Chandler,surprise,23,64,0.359375
Ross,neutral,72,88,0.8181818181818182
Ross,joy,88,88,1.0
Ross,fear,7,88,0.07954545454545454
Ross,sadness,18,88,0.20454545454545456
Ross,anger,18,88,0.20454545454545456
Ross,disgust,2,88,0.022727272727272728
Ross,surprise,23,88,0.26136363636363635
Joey,neutral,83,106,0.7830188679245284
Joey,joy,106,106,1.0
Joey,fear,12,106,0.11320754716981132
Joey,sadness,11,106,0.10377358490566038
Joey,anger,18,106,0.16981132075471697
Joey,disgust,4,106,0.03773584905660377
Joey,surprise,45,106,0.42452830188679247
other,neutral,72,100,0.72
other,joy,100,100,1.0
other,fear,7,100,0.07
other,sadness,12,100,0.12
other,anger,11,100,0.11
other,disgust,7,100,0.07
other,surprise,36,100,0.36
Phoebe,neutral,52,76,0.6842105263157895
Phoebe,joy,76,76,1.0
Phoebe,fear,3,76,0.039473684210526314
Phoebe,sadness,13,76,0.17105263157894737
Phoebe,anger,15,76,0.19736842105263158
Phoebe,disgust,8,76,0.10526315789473684
Phoebe,surprise,23,76,0.3026315789473684
Monica,neutral,55,74,0.7432432432432432
Monica,joy,74,74,1.0
Monica,fear,6,74,0.08108108108108109
Monica,sadness,14,74,0.1891891891891892
Monica,anger,22,74,0.2972972972972973
Monica,disgust,9,74,0.12162162162162163
Monica,surprise,31,74,0.4189189189189189
Rachel,neutral,83,97,0.8556701030927835
Rachel,joy,97,97,1.0
Rachel,fear,5,97,0.05154639175257732
Rachel,sadness,15,97,0.15463917525773196
Rachel,anger,21,97,0.21649484536082475
Rachel,disgust,10,97,0.10309278350515463
Rachel,surprise,35,97,0.36082474226804123
