Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
other,surprise,10,53,0.18867924528301888
other,disgust,5,53,0.09433962264150944
other,sadness,5,53,0.09433962264150944
other,fear,53,53,1.0
other,neutral,30,53,0.5660377358490566
other,anger,11,53,0.20754716981132076
other,joy,17,53,0.32075471698113206
Joey,surprise,10,50,0.2
Joey,disgust,3,50,0.06
Joey,sadness,6,50,0.12
Joey,fear,50,50,1.0
Joey,neutral,28,50,0.56
Joey,anger,11,50,0.22
Joey,joy,14,50,0.28
Chandler,surprise,14,44,0.3181818181818182
Chandler,disgust,5,44,0.11363636363636363
Chandler,sadness,2,44,0.045454545454545456
Chandler,fear,44,44,1.0
Chandler,neutral,24,44,0.5454545454545454
Chandler,anger,14,44,0.3181818181818182
Chandler,joy,8,44,0.18181818181818182
Monica,surprise,9,32,0.28125
Monica,disgust,2,32,0.0625
Monica,sadness,3,32,0.09375
Monica,fear,32,32,1.0
Monica,neutral,18,32,0.5625
Monica,anger,9,32,0.28125
Monica,joy,4,32,0.125
Ross,surprise,4,39,0.10256410256410256
Ross,disgust,2,39,0.05128205128205128
Ross,sadness,7,39,0.1794871794871795
Ross,fear,39,39,1.0
Ross,neutral,25,39,0.6410256410256411
Ross,anger,8,39,0.20512820512820512
Ross,joy,12,39,0.3076923076923077
Phoebe,surprise,9,36,0.25
Phoebe,disgust,0,36,0.0
Phoebe,sadness,7,36,0.19444444444444445
Phoebe,fear,36,36,1.0
Phoebe,neutral,22,36,0.6111111111111112
Phoebe,anger,9,36,0.25
Phoebe,joy,7,36,0.19444444444444445
Rachel,surprise,6,37,0.16216216216216217
Rachel,disgust,1,37,0.02702702702702703
Rachel,sadness,6,37,0.16216216216216217
Rachel,fear,37,37,1.0
Rachel,neutral,28,37,0.7567567567567568
Rachel,anger,9,37,0.24324324324324326
Rachel,joy,6,37,0.16216216216216217
