Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,20,23,0.8695652173913043
Chandler,joy,8,23,0.34782608695652173
Chandler,fear,23,23,1.0
Chandler,sadness,4,23,0.17391304347826086
Chandler,anger,10,23,0.43478260869565216
Chandler,disgust,1,23,0.043478260869565216
Chandler,surprise,7,23,0.30434782608695654
Joey,neutral,18,21,0.8571428571428571
Joey,joy,11,21,0.5238095238095238
Joey,fear,21,21,1.0
Joey,sadness,2,21,0.09523809523809523
Joey,anger,7,21,0.3333333333333333
Joey,disgust,2,21,0.09523809523809523
Joey,surprise,8,21,0.38095238095238093
Ross,neutral,16,16,1.0
Ross,joy,6,16,0.375
Ross,fear,16,16,1.0
Ross,sadness,6,16,0.375
Ross,anger,0,16,0.0
Ross,disgust,0,16,0.0
Ross,surprise,5,16,0.3125
other,neutral,11,15,0.7333333333333333
other,joy,8,15,0.5333333333333333
other,fear,15,15,1.0
other,sadness,2,15,0.13333333333333333
other,anger,3,15,0.2
other,disgust,1,15,0.06666666666666667
other,surprise,4,15,0.26666666666666666
Rachel,neutral,10,13,0.7692307692307693
Rachel,joy,3,13,0.23076923076923078
Rachel,fear,13,13,1.0
Rachel,sadness,7,13,0.5384615384615384
Rachel,anger,3,13,0.23076923076923078
Rachel,disgust,1,13,0.07692307692307693
Rachel,surprise,6,13,0.46153846153846156
Monica,neutral,5,5,1.0
Monica,joy,1,5,0.2
Monica,fear,5,5,1.0
Monica,sadness,1,5,0.2
Monica,anger,2,5,0.4
Monica,disgust,0,5,0.0
Monica,surprise,2,5,0.4
Phoebe,neutral,9,10,0.9
Phoebe,joy,4,10,0.4
Phoebe,fear,10,10,1.0
Phoebe,sadness,3,10,0.3
Phoebe,anger,4,10,0.4
Phoebe,disgust,0,10,0.0
Phoebe,surprise,2,10,0.2
