Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,joy,6,57,0.10526315789473684
Chandler,neutral,17,57,0.2982456140350877
Chandler,disgust,57,57,1.0
Chandler,sadness,5,57,0.08771929824561403
Chandler,anger,7,57,0.12280701754385964
Chandler,surprise,11,57,0.19298245614035087
Chandler,fear,4,57,0.07017543859649122
Ross,joy,7,43,0.16279069767441862
Ross,neutral,16,43,0.37209302325581395
Ross,disgust,43,43,1.0
Ross,sadness,6,43,0.13953488372093023
Ross,anger,6,43,0.13953488372093023
Ross,surprise,5,43,0.11627906976744186
Ross,fear,1,43,0.023255813953488372
Phoebe,joy,7,47,0.14893617021276595
Phoebe,neutral,22,47,0.46808510638297873
Phoebe,disgust,47,47,1.0
Phoebe,sadness,4,47,0.0851063829787234
Phoebe,anger,4,47,0.0851063829787234
Phoebe,surprise,4,47,0.0851063829787234
Phoebe,fear,0,47,0.0
Joey,joy,7,44,0.1590909090909091
Joey,neutral,17,44,0.38636363636363635
Joey,disgust,44,44,1.0
Joey,sadness,1,44,0.022727272727272728
Joey,anger,6,44,0.13636363636363635
Joey,surprise,4,44,0.09090909090909091
Joey,fear,1,44,0.022727272727272728
other,joy,6,35,0.17142857142857143
other,neutral,12,35,0.34285714285714286
other,disgust,35,35,1.0
other,sadness,1,35,0.02857142857142857
other,anger,4,35,0.11428571428571428
other,surprise,4,35,0.11428571428571428
other,fear,2,35,0.05714285714285714
Rachel,joy,5,44,0.11363636363636363
Rachel,neutral,17,44,0.38636363636363635
Rachel,disgust,44,44,1.0
Rachel,sadness,4,44,0.09090909090909091
Rachel,anger,5,44,0.11363636363636363
Rachel,surprise,5,44,0.11363636363636363
Rachel,fear,1,44,0.022727272727272728
Monica,joy,7,62,0.11290322580645161
Monica,neutral,25,62,0.4032258064516129
Monica,disgust,62,62,1.0
Monica,sadness,3,62,0.04838709677419355
Monica,anger,7,62,0.11290322580645161
Monica,surprise,7,62,0.11290322580645161
Monica,fear,1,62,0.016129032258064516
