Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,joy,8,37,0.21621621621621623
Chandler,neutral,32,37,0.8648648648648649
Chandler,disgust,37,37,1.0
Chandler,sadness,8,37,0.21621621621621623
Chandler,anger,14,37,0.3783783783783784
Chandler,surprise,10,37,0.2702702702702703
Chandler,fear,1,37,0.02702702702702703
Joey,joy,6,41,0.14634146341463414
Joey,neutral,23,41,0.5609756097560976
Joey,disgust,41,41,1.0
Joey,sadness,8,41,0.1951219512195122
Joey,anger,17,41,0.4146341463414634
Joey,surprise,14,41,0.34146341463414637
Joey,fear,7,41,0.17073170731707318
Phoebe,joy,4,28,0.14285714285714285
Phoebe,neutral,20,28,0.7142857142857143
Phoebe,disgust,28,28,1.0
Phoebe,sadness,4,28,0.14285714285714285
Phoebe,anger,11,28,0.39285714285714285
Phoebe,surprise,11,28,0.39285714285714285
Phoebe,fear,4,28,0.14285714285714285
Rachel,joy,7,31,0.22580645161290322
Rachel,neutral,22,31,0.7096774193548387
Rachel,disgust,31,31,1.0
Rachel,sadness,6,31,0.1935483870967742
Rachel,anger,13,31,0.41935483870967744
Rachel,surprise,15,31,0.4838709677419355
Rachel,fear,2,31,0.06451612903225806
other,joy,13,29,0.4482758620689655
other,neutral,20,29,0.6896551724137931
other,disgust,29,29,1.0
other,sadness,6,29,0.20689655172413793
other,anger,13,29,0.4482758620689655
other,surprise,2,29,0.06896551724137931
other,fear,5,29,0.1724137931034483
Monica,joy,15,48,0.3125
Monica,neutral,32,48,0.6666666666666666
Monica,disgust,48,48,1.0
Monica,sadness,6,48,0.125
Monica,anger,18,48,0.375
Monica,surprise,18,48,0.375
Monica,fear,2,48,0.041666666666666664
Ross,joy,6,24,0.25
Ross,neutral,19,24,0.7916666666666666
Ross,disgust,24,24,1.0
Ross,sadness,7,24,0.2916666666666667
Ross,anger,8,24,0.3333333333333333
Ross,surprise,8,24,0.3333333333333333
Ross,fear,0,24,0.0
