Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,anger,7,51,0.13725490196078433
Chandler,surprise,5,51,0.09803921568627451
Chandler,disgust,2,51,0.0392156862745098
Chandler,joy,2,51,0.0392156862745098
Chandler,fear,51,51,1.0
Chandler,neutral,20,51,0.39215686274509803
Chandler,sadness,2,51,0.0392156862745098
Rachel,anger,4,44,0.09090909090909091
Rachel,surprise,5,44,0.11363636363636363
Rachel,disgust,1,44,0.022727272727272728
Rachel,joy,6,44,0.13636363636363635
Rachel,fear,44,44,1.0
Rachel,neutral,16,44,0.36363636363636365
Rachel,sadness,6,44,0.13636363636363635
Joey,anger,12,40,0.3
Joey,surprise,1,40,0.025
Joey,disgust,2,40,0.05
Joey,joy,2,40,0.05
Joey,fear,40,40,1.0
Joey,neutral,11,40,0.275
Joey,sadness,2,40,0.05
other,anger,5,35,0.14285714285714285
other,surprise,2,35,0.05714285714285714
other,disgust,1,35,0.02857142857142857
other,joy,3,35,0.08571428571428572
other,fear,35,35,1.0
other,neutral,12,35,0.34285714285714286
other,sadness,6,35,0.17142857142857143
Ross,anger,6,40,0.15
Ross,surprise,3,40,0.075
Ross,disgust,1,40,0.025
Ross,joy,3,40,0.075
Ross,fear,40,40,1.0
Ross,neutral,17,40,0.425
Ross,sadness,5,40,0.125
Monica,anger,10,25,0.4
Monica,surprise,4,25,0.16
Monica,disgust,1,25,0.04
Monica,joy,2,25,0.08
Monica,fear,25,25,1.0
Monica,neutral,4,25,0.16
Monica,sadness,1,25,0.04
Phoebe,anger,4,28,0.14285714285714285
Phoebe,surprise,3,28,0.10714285714285714
Phoebe,disgust,0,28,0.0
Phoebe,joy,3,28,0.10714285714285714
Phoebe,fear,28,28,1.0
Phoebe,neutral,10,28,0.35714285714285715
Phoebe,sadness,5,28,0.17857142857142858
