Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,18,25,0.72
Chandler,joy,6,25,0.24
Chandler,fear,0,25,0.0
Chandler,sadness,1,25,0.04
Chandler,anger,7,25,0.28
Chandler,disgust,25,25,1.0
Chandler,surprise,6,25,0.24
Phoebe,neutral,12,21,0.5714285714285714
Phoebe,joy,2,21,0.09523809523809523
Phoebe,fear,2,21,0.09523809523809523
Phoebe,sadness,2,21,0.09523809523809523
Phoebe,anger,7,21,0.3333333333333333
Phoebe,disgust,21,21,1.0
Phoebe,surprise,2,21,0.09523809523809523
other,neutral,7,14,0.5
other,joy,3,14,0.21428571428571427
other,fear,1,14,0.07142857142857142
other,sadness,1,14,0.07142857142857142
other,anger,5,14,0.35714285714285715
other,disgust,14,14,1.0
other,surprise,1,14,0.07142857142857142
Rachel,neutral,11,24,0.4583333333333333
Rachel,joy,6,24,0.25
Rachel,fear,0,24,0.0
Rachel,sadness,5,24,0.20833333333333334
Rachel,anger,6,24,0.25
Rachel,disgust,24,24,1.0
Rachel,surprise,7,24,0.2916666666666667
Joey,neutral,8,22,0.36363636363636365
Joey,joy,2,22,0.09090909090909091
Joey,fear,2,22,0.09090909090909091
Joey,sadness,2,22,0.09090909090909091
Joey,anger,11,22,0.5
Joey,disgust,22,22,1.0
Joey,surprise,7,22,0.3181818181818182
Monica,neutral,11,34,0.3235294117647059
Monica,joy,6,34,0.17647058823529413
Monica,fear,1,34,0.029411764705882353
Monica,sadness,4,34,0.11764705882352941
Monica,anger,13,34,0.38235294117647056
Monica,disgust,34,34,1.0
Monica,surprise,11,34,0.3235294117647059
Ross,neutral,10,21,0.47619047619047616
Ross,joy,5,21,0.23809523809523808
Ross,fear,0,21,0.0
Ross,sadness,4,21,0.19047619047619047
Ross,anger,8,21,0.38095238095238093
Ross,disgust,21,21,1.0
Ross,surprise,5,21,0.23809523809523808
