Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Joey,neutral,13,30,0.43333333333333335
Joey,joy,6,30,0.2
Joey,fear,30,30,1.0
Joey,sadness,5,30,0.16666666666666666
Joey,anger,11,30,0.36666666666666664
Joey,disgust,1,30,0.03333333333333333
Joey,surprise,4,30,0.13333333333333333
Ross,neutral,20,32,0.625
Ross,joy,9,32,0.28125
Ross,fear,32,32,1.0
Ross,sadness,7,32,0.21875
Ross,anger,3,32,0.09375
Ross,disgust,2,32,0.0625
Ross,surprise,5,32,0.15625
Chandler,neutral,22,36,0.6111111111111112
Chandler,joy,4,36,0.1111111111111111
Chandler,fear,36,36,1.0
Chandler,sadness,2,36,0.05555555555555555
Chandler,anger,7,36,0.19444444444444445
Chandler,disgust,3,36,0.08333333333333333
Chandler,surprise,8,36,0.2222222222222222
Monica,neutral,7,17,0.4117647058823529
Monica,joy,0,17,0.0
Monica,fear,17,17,1.0
Monica,sadness,2,17,0.11764705882352941
Monica,anger,9,17,0.5294117647058824
Monica,disgust,1,17,0.058823529411764705
Monica,surprise,4,17,0.23529411764705882
other,neutral,10,22,0.45454545454545453
other,joy,4,22,0.18181818181818182
other,fear,22,22,1.0
other,sadness,6,22,0.2727272727272727
other,anger,5,22,0.22727272727272727
other,disgust,1,22,0.045454545454545456
other,surprise,4,22,0.18181818181818182
Rachel,neutral,16,27,0.5925925925925926
Rachel,joy,6,27,0.2222222222222222
Rachel,fear,27,27,1.0
Rachel,sadness,12,27,0.4444444444444444
Rachel,anger,4,27,0.14814814814814814
Rachel,disgust,2,27,0.07407407407407407
Rachel,surprise,7,27,0.25925925925925924
Phoebe,neutral,12,22,0.5454545454545454
Phoebe,joy,2,22,0.09090909090909091
Phoebe,fear,22,22,1.0
Phoebe,sadness,6,22,0.2727272727272727
Phoebe,anger,6,22,0.2727272727272727
Phoebe,disgust,0,22,0.0
Phoebe,surprise,5,22,0.22727272727272727
