Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Monica,surprise,56,259,0.21621621621621623
Monica,disgust,8,259,0.03088803088803089
Monica,sadness,20,259,0.07722007722007722
Monica,fear,4,259,0.015444015444015444
Monica,neutral,165,259,0.637065637065637
Monica,anger,33,259,0.1274131274131274
Monica,joy,259,259,1.0
Ross,surprise,53,280,0.18928571428571428
Ross,disgust,10,280,0.03571428571428571
Ross,sadness,33,280,0.11785714285714285
Ross,fear,11,280,0.039285714285714285
Ross,neutral,172,280,0.6142857142857143
Ross,anger,41,280,0.14642857142857144
Ross,joy,280,280,1.0
Rachel,surprise,52,256,0.203125
Rachel,disgust,10,256,0.0390625
Rachel,sadness,26,256,0.1015625
Rachel,fear,8,256,0.03125
Rachel,neutral,164,256,0.640625
Rachel,anger,28,256,0.109375
Rachel,joy,256,256,1.0
Joey,surprise,39,236,0.1652542372881356
Joey,disgust,3,236,0.012711864406779662
Joey,sadness,19,236,0.08050847457627118
Joey,fear,12,236,0.05084745762711865
Joey,neutral,138,236,0.5847457627118644
Joey,anger,33,236,0.13983050847457626
Joey,joy,236,236,1.0
other,surprise,65,323,0.20123839009287925
other,disgust,6,323,0.018575851393188854
other,sadness,31,323,0.09597523219814241
other,fear,16,323,0.04953560371517028
other,neutral,210,323,0.6501547987616099
other,anger,28,323,0.08668730650154799
other,joy,323,323,1.0
Phoebe,surprise,44,219,0.2009132420091324
Phoebe,disgust,3,219,0.0136986301369863
Phoebe,sadness,14,219,0.0639269406392694
Phoebe,fear,11,219,0.0502283105022831
Phoebe,neutral,138,219,0.6301369863013698
Phoebe,anger,26,219,0.1187214611872146
Phoebe,joy,219,219,1.0
Chandler,surprise,48,217,0.22119815668202766
Chandler,disgust,8,217,0.03686635944700461
Chandler,sadness,15,217,0.06912442396313365
Chandler,fear,12,217,0.055299539170506916
Chandler,neutral,147,217,0.6774193548387096
Chandler,anger,32,217,0.14746543778801843
Chandler,joy,217,217,1.0
