Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Joey,joy,34,154,0.22077922077922077
Joey,neutral,105,154,0.6818181818181818
Joey,sadness,26,154,0.16883116883116883
Joey,disgust,12,154,0.07792207792207792
Joey,surprise,40,154,0.2597402597402597
Joey,anger,154,154,1.0
Joey,fear,8,154,0.05194805194805195
Chandler,joy,29,127,0.2283464566929134
Chandler,neutral,91,127,0.7165354330708661
Chandler,sadness,16,127,0.12598425196850394
Chandler,disgust,14,127,0.11023622047244094
Chandler,surprise,32,127,0.25196850393700787
Chandler,anger,127,127,1.0
Chandler,fear,7,127,0.05511811023622047
Phoebe,joy,31,162,0.19135802469135801
Phoebe,neutral,97,162,0.5987654320987654
Phoebe,sadness,30,162,0.18518518518518517
Phoebe,disgust,11,162,0.06790123456790123
Phoebe,surprise,44,162,0.2716049382716049
Phoebe,anger,162,162,1.0
Phoebe,fear,7,162,0.043209876543209874
Ross,joy,36,192,0.1875
Ross,neutral,125,192,0.6510416666666666
Ross,sadness,36,192,0.1875
Ross,disgust,9,192,0.046875
Ross,surprise,40,192,0.20833333333333334
Ross,anger,192,192,1.0
Ross,fear,10,192,0.052083333333333336
Rachel,joy,36,172,0.20930232558139536
Rachel,neutral,120,172,0.6976744186046512
Rachel,sadness,33,172,0.19186046511627908
Rachel,disgust,12,172,0.06976744186046512
Rachel,surprise,40,172,0.23255813953488372
Rachel,anger,172,172,1.0
Rachel,fear,13,172,0.0755813953488372
other,joy,38,166,0.2289156626506024
other,neutral,104,166,0.6265060240963856
other,sadness,34,166,0.20481927710843373
other,disgust,14,166,0.08433734939759036
other,surprise,37,166,0.22289156626506024
other,anger,166,166,1.0
other,fear,14,166,0.08433734939759036
Monica,joy,40,159,0.25157232704402516
Monica,neutral,101,159,0.6352201257861635
Monica,sadness,32,159,0.20125786163522014
Monica,disgust,17,159,0.1069182389937107
Monica,surprise,39,159,0.24528301886792453
Monica,anger,159,159,1.0
Monica,fear,8,159,0.050314465408805034
