Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
other,surprise,191,863,0.2213209733487833
other,disgust,27,863,0.031286210892236384
other,sadness,81,863,0.09385863267670916
other,fear,28,863,0.03244495944380069
other,neutral,863,863,1.0
other,anger,114,863,0.1320973348783314
other,joy,211,863,0.24449594438006952
Chandler,surprise,133,651,0.20430107526881722
Chandler,disgust,34,651,0.05222734254992319
Chandler,sadness,60,651,0.09216589861751152
Chandler,fear,39,651,0.059907834101382486
Chandler,neutral,651,651,1.0
Chandler,anger,101,651,0.15514592933947774
Chandler,joy,154,651,0.23655913978494625
Joey,surprise,166,797,0.20828105395232122
Joey,disgust,29,797,0.03638644918444166
Joey,sadness,65,797,0.08155583437892096
Joey,fear,33,797,0.04140526976160602
Joey,neutral,797,797,1.0
Joey,anger,125,797,0.15683814303638646
Joey,joy,172,797,0.21580928481806774
Monica,surprise,160,663,0.24132730015082957
Monica,disgust,35,663,0.05279034690799397
Monica,sadness,64,663,0.09653092006033183
Monica,fear,23,663,0.03469079939668175
Monica,neutral,663,663,1.0
Monica,anger,112,663,0.1689291101055807
Monica,joy,170,663,0.2564102564102564
Phoebe,surprise,138,622,0.22186495176848875
Phoebe,disgust,38,622,0.06109324758842444
Phoebe,sadness,79,622,0.1270096463022508
Phoebe,fear,29,622,0.04662379421221865
Phoebe,neutral,622,622,1.0
Phoebe,anger,82,622,0.13183279742765272
Phoebe,joy,179,622,0.2877813504823151
Rachel,surprise,187,786,0.23791348600508905
Rachel,disgust,27,786,0.03435114503816794
Rachel,sadness,97,786,0.12340966921119594
Rachel,fear,42,786,0.05343511450381679
Rachel,neutral,786,786,1.0
Rachel,anger,121,786,0.15394402035623408
Rachel,joy,206,786,0.26208651399491095
Ross,surprise,161,777,0.2072072072072072
Ross,disgust,26,777,0.03346203346203346
Ross,sadness,87,777,0.11196911196911197
Ross,fear,43,777,0.055341055341055344
Ross,neutral,777,777,1.0
Ross,anger,117,777,0.15057915057915058
Ross,joy,189,777,0.24324324324324326
