Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Joey,surprise,41,186,0.22043010752688172
Joey,disgust,10,186,0.053763440860215055
Joey,sadness,26,186,0.13978494623655913
Joey,fear,11,186,0.05913978494623656
Joey,neutral,95,186,0.510752688172043
Joey,anger,186,186,1.0
Joey,joy,29,186,0.15591397849462366
Chandler,surprise,35,154,0.22727272727272727
Chandler,disgust,14,154,0.09090909090909091
Chandler,sadness,22,154,0.14285714285714285
Chandler,fear,11,154,0.07142857142857142
Chandler,neutral,84,154,0.5454545454545454
Chandler,anger,154,154,1.0
Chandler,joy,36,154,0.23376623376623376
Phoebe,surprise,41,191,0.21465968586387435
Phoebe,disgust,16,191,0.08376963350785341
Phoebe,sadness,30,191,0.15706806282722513
Phoebe,fear,6,191,0.031413612565445025
Phoebe,neutral,95,191,0.4973821989528796
Phoebe,anger,191,191,1.0
Phoebe,joy,33,191,0.17277486910994763
Monica,surprise,49,204,0.24019607843137256
Monica,disgust,9,204,0.04411764705882353
Monica,sadness,16,204,0.0784313725490196
Monica,fear,8,204,0.0392156862745098
Monica,neutral,113,204,0.553921568627451
Monica,anger,204,204,1.0
Monica,joy,29,204,0.14215686274509803
Ross,surprise,29,208,0.13942307692307693
Ross,disgust,6,208,0.028846153846153848
Ross,sadness,20,208,0.09615384615384616
Ross,fear,6,208,0.028846153846153848
Ross,neutral,104,208,0.5
Ross,anger,208,208,1.0
Ross,joy,40,208,0.19230769230769232
other,surprise,30,171,0.17543859649122806
other,disgust,12,171,0.07017543859649122
other,sadness,28,171,0.16374269005847952
other,fear,11,171,0.06432748538011696
other,neutral,88,171,0.5146198830409356
other,anger,171,171,1.0
other,joy,25,171,0.14619883040935672
Rachel,surprise,33,195,0.16923076923076924
Rachel,disgust,8,195,0.041025641025641026
Rachel,sadness,22,195,0.11282051282051282
Rachel,fear,13,195,0.06666666666666667
Rachel,neutral,107,195,0.5487179487179488
Rachel,anger,195,195,1.0
Rachel,joy,33,195,0.16923076923076924
