Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,joy,18,182,0.0989010989010989
Chandler,neutral,82,182,0.45054945054945056
Chandler,disgust,7,182,0.038461538461538464
Chandler,sadness,11,182,0.06043956043956044
Chandler,surprise,20,182,0.10989010989010989
Chandler,anger,182,182,1.0
Chandler,fear,5,182,0.027472527472527472
Joey,joy,17,230,0.07391304347826087
Joey,neutral,77,230,0.3347826086956522
Joey,disgust,6,230,0.02608695652173913
Joey,sadness,20,230,0.08695652173913043
Joey,surprise,26,230,0.11304347826086956
Joey,anger,230,230,1.0
Joey,fear,6,230,0.02608695652173913
Phoebe,joy,18,201,0.08955223880597014
Phoebe,neutral,64,201,0.31840796019900497
Phoebe,disgust,4,201,0.01990049751243781
Phoebe,sadness,14,201,0.06965174129353234
Phoebe,surprise,22,201,0.10945273631840796
Phoebe,anger,201,201,1.0
Phoebe,fear,6,201,0.029850746268656716
Monica,joy,25,197,0.12690355329949238
Monica,neutral,61,197,0.3096446700507614
Monica,disgust,7,197,0.03553299492385787
Monica,sadness,10,197,0.050761421319796954
Monica,surprise,16,197,0.08121827411167512
Monica,anger,197,197,1.0
Monica,fear,6,197,0.030456852791878174
Ross,joy,25,244,0.10245901639344263
Ross,neutral,91,244,0.3729508196721312
Ross,disgust,6,244,0.02459016393442623
Ross,sadness,17,244,0.06967213114754098
Ross,surprise,13,244,0.05327868852459016
Ross,anger,244,244,1.0
Ross,fear,3,244,0.012295081967213115
other,joy,19,198,0.09595959595959595
other,neutral,74,198,0.37373737373737376
other,disgust,4,198,0.020202020202020204
other,sadness,14,198,0.0707070707070707
other,surprise,19,198,0.09595959595959595
other,anger,198,198,1.0
other,fear,4,198,0.020202020202020204
Rachel,joy,11,193,0.05699481865284974
Rachel,neutral,57,193,0.29533678756476683
Rachel,disgust,5,193,0.025906735751295335
Rachel,sadness,22,193,0.11398963730569948
Rachel,surprise,21,193,0.10880829015544041
Rachel,anger,193,193,1.0
Rachel,fear,6,193,0.031088082901554404
