Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,joy,217,529,0.4102079395085066
Chandler,neutral,529,529,1.0
Chandler,sadness,83,529,0.15689981096408318
Chandler,disgust,50,529,0.0945179584120983
Chandler,anger,151,529,0.28544423440453687
Chandler,surprise,210,529,0.39697542533081287
Chandler,fear,48,529,0.09073724007561437
other,joy,323,759,0.42555994729907776
other,neutral,759,759,1.0
other,sadness,133,759,0.17523056653491437
other,disgust,46,759,0.06060606060606061
other,anger,165,759,0.21739130434782608
other,surprise,280,759,0.3689064558629776
other,fear,55,759,0.07246376811594203
Joey,joy,238,623,0.38202247191011235
Joey,neutral,623,623,1.0
Joey,sadness,80,623,0.12841091492776885
Joey,disgust,45,623,0.07223113964686999
Joey,anger,156,623,0.2504012841091493
Joey,surprise,239,623,0.38362760834670945
Joey,fear,50,623,0.08025682182985554
Monica,joy,217,470,0.46170212765957447
Monica,neutral,470,470,1.0
Monica,sadness,90,470,0.19148936170212766
Monica,disgust,31,470,0.06595744680851064
Monica,anger,125,470,0.26595744680851063
Monica,surprise,175,470,0.3723404255319149
Monica,fear,31,470,0.06595744680851064
Phoebe,joy,206,481,0.4282744282744283
Phoebe,neutral,481,481,1.0
Phoebe,sadness,108,481,0.22453222453222454
Phoebe,disgust,44,481,0.09147609147609148
Phoebe,anger,126,481,0.26195426195426197
Phoebe,surprise,196,481,0.4074844074844075
Phoebe,fear,48,481,0.0997920997920998
Ross,joy,252,606,0.4158415841584158
Ross,neutral,606,606,1.0
Ross,sadness,119,606,0.19636963696369636
Ross,disgust,37,606,0.06105610561056106
Ross,anger,168,606,0.27722772277227725
Ross,surprise,205,606,0.33828382838283827
Ross,fear,64,606,0.10561056105610561
Rachel,joy,184,470,0.39148936170212767
Rachel,neutral,470,470,1.0
Rachel,sadness,107,470,0.2276595744680851
Rachel,disgust,30,470,0.06382978723404255
Rachel,anger,118,470,0.251063829787234
Rachel,surprise,166,470,0.35319148936170214
Rachel,fear,39,470,0.08297872340425531
