Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
other,surprise,8,49,0.16326530612244897
other,disgust,2,49,0.04081632653061224
other,sadness,6,49,0.12244897959183673
other,fear,49,49,1.0
other,neutral,29,49,0.5918367346938775
other,anger,8,49,0.16326530612244897
other,joy,17,49,0.3469387755102041
Joey,surprise,10,46,0.21739130434782608
Joey,disgust,5,46,0.10869565217391304
Joey,sadness,6,46,0.13043478260869565
Joey,fear,46,46,1.0
Joey,neutral,29,46,0.6304347826086957
Joey,anger,8,46,0.17391304347826086
Joey,joy,10,46,0.21739130434782608
Chandler,surprise,11,44,0.25
Chandler,disgust,0,44,0.0
Chandler,sadness,8,44,0.18181818181818182
Chandler,fear,44,44,1.0
Chandler,neutral,26,44,0.5909090909090909
Chandler,anger,8,44,0.18181818181818182
Chandler,joy,9,44,0.20454545454545456
Monica,surprise,7,32,0.21875
Monica,disgust,2,32,0.0625
Monica,sadness,3,32,0.09375
Monica,fear,32,32,1.0
Monica,neutral,16,32,0.5
Monica,anger,5,32,0.15625
Monica,joy,11,32,0.34375
Rachel,surprise,10,43,0.23255813953488372
Rachel,disgust,3,43,0.06976744186046512
Rachel,sadness,6,43,0.13953488372093023
Rachel,fear,43,43,1.0
Rachel,neutral,26,43,0.6046511627906976
Rachel,anger,8,43,0.18604651162790697
Rachel,joy,11,43,0.2558139534883721
Ross,surprise,8,44,0.18181818181818182
Ross,disgust,1,44,0.022727272727272728
Ross,sadness,6,44,0.13636363636363635
Ross,fear,44,44,1.0
Ross,neutral,35,44,0.7954545454545454
Ross,anger,7,44,0.1590909090909091
Ross,joy,7,44,0.1590909090909091
Phoebe,surprise,8,34,0.23529411764705882
Phoebe,disgust,0,34,0.0
Phoebe,sadness,2,34,0.058823529411764705
Phoebe,fear,34,34,1.0
Phoebe,neutral,27,34,0.7941176470588235
Phoebe,anger,7,34,0.20588235294117646
Phoebe,joy,2,34,0.058823529411764705
