Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Joey,joy,12,220,0.05454545454545454
Joey,neutral,68,220,0.3090909090909091
Joey,sadness,17,220,0.07727272727272727
Joey,disgust,11,220,0.05
Joey,surprise,27,220,0.12272727272727273
Joey,anger,220,220,1.0
Joey,fear,7,220,0.031818181818181815
Chandler,joy,31,174,0.1781609195402299
Chandler,neutral,55,174,0.3160919540229885
Chandler,sadness,12,174,0.06896551724137931
Chandler,disgust,9,174,0.05172413793103448
Chandler,surprise,22,174,0.12643678160919541
Chandler,anger,174,174,1.0
Chandler,fear,6,174,0.034482758620689655
Ross,joy,22,234,0.09401709401709402
Ross,neutral,84,234,0.358974358974359
Ross,sadness,15,234,0.0641025641025641
Ross,disgust,3,234,0.01282051282051282
Ross,surprise,17,234,0.07264957264957266
Ross,anger,234,234,1.0
Ross,fear,4,234,0.017094017094017096
Phoebe,joy,25,212,0.1179245283018868
Phoebe,neutral,55,212,0.25943396226415094
Phoebe,sadness,16,212,0.07547169811320754
Phoebe,disgust,11,212,0.05188679245283019
Phoebe,surprise,29,212,0.13679245283018868
Phoebe,anger,212,212,1.0
Phoebe,fear,3,212,0.014150943396226415
Monica,joy,18,223,0.08071748878923767
Monica,neutral,81,223,0.3632286995515695
Monica,sadness,7,223,0.03139013452914798
Monica,disgust,4,223,0.017937219730941704
Monica,surprise,37,223,0.16591928251121077
Monica,anger,223,223,1.0
Monica,fear,4,223,0.017937219730941704
other,joy,18,190,0.09473684210526316
other,neutral,61,190,0.32105263157894737
other,sadness,13,190,0.06842105263157895
other,disgust,7,190,0.03684210526315789
other,surprise,20,190,0.10526315789473684
other,anger,190,190,1.0
other,fear,7,190,0.03684210526315789
Rachel,joy,22,216,0.10185185185185185
Rachel,neutral,80,216,0.37037037037037035
Rachel,sadness,10,216,0.046296296296296294
Rachel,disgust,5,216,0.023148148148148147
Rachel,surprise,20,216,0.09259259259259259
Rachel,anger,216,216,1.0
Rachel,fear,8,216,0.037037037037037035
