Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,joy,132,132,1.0
Chandler,neutral,117,132,0.8863636363636364
Chandler,sadness,19,132,0.14393939393939395
Chandler,disgust,9,132,0.06818181818181818
Chandler,surprise,43,132,0.32575757575757575
Chandler,anger,38,132,0.2878787878787879
Chandler,fear,15,132,0.11363636363636363
Rachel,joy,202,202,1.0
Rachel,neutral,175,202,0.8663366336633663
Rachel,sadness,31,202,0.15346534653465346
Rachel,disgust,13,202,0.06435643564356436
Rachel,surprise,65,202,0.3217821782178218
Rachel,anger,31,202,0.15346534653465346
Rachel,fear,17,202,0.08415841584158416
Ross,joy,212,212,1.0
Ross,neutral,180,212,0.8490566037735849
Ross,sadness,34,212,0.16037735849056603
Ross,disgust,12,212,0.05660377358490566
Ross,surprise,76,212,0.3584905660377358
Ross,anger,49,212,0.23113207547169812
Ross,fear,16,212,0.07547169811320754
Joey,joy,205,205,1.0
Joey,neutral,175,205,0.8536585365853658
Joey,sadness,29,205,0.14146341463414633
Joey,disgust,13,205,0.06341463414634146
Joey,surprise,71,205,0.3463414634146341
Joey,anger,40,205,0.1951219512195122
Joey,fear,18,205,0.08780487804878048
other,joy,227,227,1.0
other,neutral,181,227,0.7973568281938326
other,sadness,41,227,0.18061674008810572
other,disgust,11,227,0.048458149779735685
other,surprise,78,227,0.3436123348017621
other,anger,43,227,0.1894273127753304
other,fear,25,227,0.11013215859030837
Phoebe,joy,187,187,1.0
Phoebe,neutral,154,187,0.8235294117647058
Phoebe,sadness,28,187,0.1497326203208556
Phoebe,disgust,14,187,0.0748663101604278
Phoebe,surprise,65,187,0.34759358288770054
Phoebe,anger,41,187,0.2192513368983957
Phoebe,fear,6,187,0.03208556149732621
Monica,joy,191,191,1.0
Monica,neutral,152,191,0.7958115183246073
Monica,sadness,44,191,0.23036649214659685
Monica,disgust,17,191,0.08900523560209424
Monica,surprise,69,191,0.3612565445026178
Monica,anger,48,191,0.2513089005235602
Monica,fear,14,191,0.07329842931937172
