Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,joy,180,180,1.0
Chandler,neutral,142,180,0.7888888888888889
Chandler,sadness,20,180,0.1111111111111111
Chandler,disgust,14,180,0.07777777777777778
Chandler,surprise,58,180,0.32222222222222224
Chandler,anger,35,180,0.19444444444444445
Chandler,fear,14,180,0.07777777777777778
Ross,joy,225,225,1.0
Ross,neutral,177,225,0.7866666666666666
Ross,sadness,27,225,0.12
Ross,disgust,9,225,0.04
Ross,surprise,70,225,0.3111111111111111
Ross,anger,36,225,0.16
Ross,fear,15,225,0.06666666666666667
Rachel,joy,233,233,1.0
Rachel,neutral,179,233,0.7682403433476395
Rachel,sadness,37,233,0.15879828326180256
Rachel,disgust,14,233,0.060085836909871244
Rachel,surprise,60,233,0.2575107296137339
Rachel,anger,30,233,0.12875536480686695
Rachel,fear,12,233,0.05150214592274678
Phoebe,joy,218,218,1.0
Phoebe,neutral,163,218,0.7477064220183486
Phoebe,sadness,25,218,0.11467889908256881
Phoebe,disgust,18,218,0.08256880733944955
Phoebe,surprise,69,218,0.3165137614678899
Phoebe,anger,34,218,0.1559633027522936
Phoebe,fear,8,218,0.03669724770642202
Joey,joy,242,242,1.0
Joey,neutral,189,242,0.78099173553719
Joey,sadness,23,242,0.09504132231404959
Joey,disgust,15,242,0.06198347107438017
Joey,surprise,63,242,0.2603305785123967
Joey,anger,39,242,0.16115702479338842
Joey,fear,22,242,0.09090909090909091
other,joy,275,275,1.0
other,neutral,199,275,0.7236363636363636
other,sadness,30,275,0.10909090909090909
other,disgust,13,275,0.04727272727272727
other,surprise,78,275,0.28363636363636363
other,anger,33,275,0.12
other,fear,18,275,0.06545454545454546
Monica,joy,232,232,1.0
Monica,neutral,182,232,0.7844827586206896
Monica,sadness,32,232,0.13793103448275862
Monica,disgust,14,232,0.0603448275862069
Monica,surprise,57,232,0.24568965517241378
Monica,anger,42,232,0.1810344827586207
Monica,fear,12,232,0.05172413793103448
