Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,anger,14,148,0.0945945945945946
Chandler,surprise,148,148,1.0
Chandler,disgust,10,148,0.06756756756756757
Chandler,joy,17,148,0.11486486486486487
Chandler,fear,4,148,0.02702702702702703
Chandler,neutral,63,148,0.42567567567567566
Chandler,sadness,12,148,0.08108108108108109
Joey,anger,23,183,0.12568306010928962
Joey,surprise,183,183,1.0
Joey,disgust,4,183,0.02185792349726776
Joey,joy,25,183,0.1366120218579235
Joey,fear,4,183,0.02185792349726776
Joey,neutral,82,183,0.44808743169398907
Joey,sadness,4,183,0.02185792349726776
Phoebe,anger,18,151,0.11920529801324503
Phoebe,surprise,151,151,1.0
Phoebe,disgust,8,151,0.052980132450331126
Phoebe,joy,26,151,0.17218543046357615
Phoebe,fear,3,151,0.019867549668874173
Phoebe,neutral,44,151,0.2913907284768212
Phoebe,sadness,11,151,0.0728476821192053
Rachel,anger,25,197,0.12690355329949238
Rachel,surprise,197,197,1.0
Rachel,disgust,5,197,0.025380710659898477
Rachel,joy,34,197,0.17258883248730963
Rachel,fear,9,197,0.04568527918781726
Rachel,neutral,49,197,0.24873096446700507
Rachel,sadness,17,197,0.08629441624365482
other,anger,16,167,0.09580838323353294
other,surprise,167,167,1.0
other,disgust,2,167,0.011976047904191617
other,joy,30,167,0.17964071856287425
other,fear,3,167,0.017964071856287425
other,neutral,59,167,0.3532934131736527
other,sadness,8,167,0.04790419161676647
Ross,anger,21,152,0.13815789473684212
Ross,surprise,152,152,1.0
Ross,disgust,1,152,0.006578947368421052
Ross,joy,30,152,0.19736842105263158
Ross,fear,5,152,0.03289473684210526
Ross,neutral,56,152,0.3684210526315789
Ross,sadness,6,152,0.039473684210526314
Monica,anger,23,173,0.1329479768786127
Monica,surprise,173,173,1.0
Monica,disgust,9,173,0.05202312138728324
Monica,joy,29,173,0.1676300578034682
Monica,fear,5,173,0.028901734104046242
Monica,neutral,53,173,0.3063583815028902
Monica,sadness,11,173,0.06358381502890173
