Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Monica,joy,27,84,0.32142857142857145
Monica,neutral,55,84,0.6547619047619048
Monica,sadness,84,84,1.0
Monica,disgust,10,84,0.11904761904761904
Monica,surprise,20,84,0.23809523809523808
Monica,anger,25,84,0.2976190476190476
Monica,fear,1,84,0.011904761904761904
Phoebe,joy,21,108,0.19444444444444445
Phoebe,neutral,77,108,0.7129629629629629
Phoebe,sadness,108,108,1.0
Phoebe,disgust,3,108,0.027777777777777776
Phoebe,surprise,40,108,0.37037037037037035
Phoebe,anger,22,108,0.2037037037037037
Phoebe,fear,7,108,0.06481481481481481
Ross,joy,40,114,0.3508771929824561
Ross,neutral,84,114,0.7368421052631579
Ross,sadness,114,114,1.0
Ross,disgust,8,114,0.07017543859649122
Ross,surprise,32,114,0.2807017543859649
Ross,anger,28,114,0.24561403508771928
Ross,fear,12,114,0.10526315789473684
Chandler,joy,18,68,0.2647058823529412
Chandler,neutral,49,68,0.7205882352941176
Chandler,sadness,68,68,1.0
Chandler,disgust,2,68,0.029411764705882353
Chandler,surprise,25,68,0.36764705882352944
Chandler,anger,22,68,0.3235294117647059
Chandler,fear,3,68,0.04411764705882353
other,joy,34,107,0.3177570093457944
other,neutral,62,107,0.5794392523364486
other,sadness,107,107,1.0
other,disgust,9,107,0.08411214953271028
other,surprise,38,107,0.35514018691588783
other,anger,31,107,0.2897196261682243
other,fear,13,107,0.12149532710280374
Joey,joy,21,96,0.21875
Joey,neutral,66,96,0.6875
Joey,sadness,96,96,1.0
Joey,disgust,6,96,0.0625
Joey,surprise,21,96,0.21875
Joey,anger,35,96,0.3645833333333333
Joey,fear,3,96,0.03125
Rachel,joy,30,144,0.20833333333333334
Rachel,neutral,96,144,0.6666666666666666
Rachel,sadness,144,144,1.0
Rachel,disgust,11,144,0.0763888888888889
Rachel,surprise,40,144,0.2777777777777778
Rachel,anger,33,144,0.22916666666666666
Rachel,fear,8,144,0.05555555555555555
