Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Joey,neutral,12,21,0.5714285714285714
Joey,joy,10,21,0.47619047619047616
Joey,fear,21,21,1.0
Joey,sadness,4,21,0.19047619047619047
Joey,anger,7,21,0.3333333333333333
Joey,disgust,1,21,0.047619047619047616
Joey,surprise,3,21,0.14285714285714285
Ross,neutral,14,22,0.6363636363636364
Ross,joy,8,22,0.36363636363636365
Ross,fear,22,22,1.0
Ross,sadness,6,22,0.2727272727272727
Ross,anger,4,22,0.18181818181818182
Ross,disgust,1,22,0.045454545454545456
Ross,surprise,4,22,0.18181818181818182
Chandler,neutral,20,27,0.7407407407407407
Chandler,joy,6,27,0.2222222222222222
Chandler,fear,27,27,1.0
Chandler,sadness,3,27,0.1111111111111111
Chandler,anger,7,27,0.25925925925925924
Chandler,disgust,1,27,0.037037037037037035
Chandler,surprise,7,27,0.25925925925925924
other,neutral,9,16,0.5625
other,joy,8,16,0.5
other,fear,16,16,1.0
other,sadness,4,16,0.25
other,anger,5,16,0.3125
other,disgust,1,16,0.0625
other,surprise,2,16,0.125
Rachel,neutral,12,18,0.6666666666666666
Rachel,joy,7,18,0.3888888888888889
Rachel,fear,18,18,1.0
Rachel,sadness,9,18,0.5
Rachel,anger,6,18,0.3333333333333333
Rachel,disgust,2,18,0.1111111111111111
Rachel,surprise,6,18,0.3333333333333333
Monica,neutral,8,13,0.6153846153846154
Monica,joy,2,13,0.15384615384615385
Monica,fear,13,13,1.0
Monica,sadness,0,13,0.0
Monica,anger,9,13,0.6923076923076923
Monica,disgust,1,13,0.07692307692307693
Monica,surprise,2,13,0.15384615384615385
Phoebe,neutral,11,16,0.6875
Phoebe,joy,2,16,0.125
Phoebe,fear,16,16,1.0
Phoebe,sadness,4,16,0.25
Phoebe,anger,5,16,0.3125
Phoebe,disgust,0,16,0.0
Phoebe,surprise,4,16,0.25
