Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
other,surprise,219,219,1.0
other,disgust,9,219,0.0410958904109589
other,sadness,28,219,0.1278538812785388
other,fear,11,219,0.0502283105022831
other,neutral,144,219,0.6575342465753424
other,anger,32,219,0.1461187214611872
other,joy,63,219,0.2876712328767123
Rachel,surprise,165,165,1.0
Rachel,disgust,8,165,0.048484848484848485
Rachel,sadness,27,165,0.16363636363636364
Rachel,fear,8,165,0.048484848484848485
Rachel,neutral,105,165,0.6363636363636364
Rachel,anger,27,165,0.16363636363636364
Rachel,joy,38,165,0.23030303030303031
Monica,surprise,172,172,1.0
Monica,disgust,12,172,0.06976744186046512
Monica,sadness,15,172,0.0872093023255814
Monica,fear,5,172,0.029069767441860465
Monica,neutral,103,172,0.5988372093023255
Monica,anger,49,172,0.28488372093023256
Monica,joy,48,172,0.27906976744186046
Chandler,surprise,175,175,1.0
Chandler,disgust,12,175,0.06857142857142857
Chandler,sadness,20,175,0.11428571428571428
Chandler,fear,12,175,0.06857142857142857
Chandler,neutral,111,175,0.6342857142857142
Chandler,anger,31,175,0.17714285714285713
Chandler,joy,45,175,0.2571428571428571
Phoebe,surprise,199,199,1.0
Phoebe,disgust,11,199,0.05527638190954774
Phoebe,sadness,32,199,0.16080402010050251
Phoebe,fear,9,199,0.04522613065326633
Phoebe,neutral,125,199,0.628140703517588
Phoebe,anger,47,199,0.23618090452261306
Phoebe,joy,40,199,0.20100502512562815
Ross,surprise,195,195,1.0
Ross,disgust,9,195,0.046153846153846156
Ross,sadness,20,195,0.10256410256410256
Ross,fear,10,195,0.05128205128205128
Ross,neutral,126,195,0.6461538461538462
Ross,anger,34,195,0.17435897435897435
Ross,joy,55,195,0.28205128205128205
Joey,surprise,193,193,1.0
Joey,disgust,13,193,0.06735751295336788
Joey,sadness,16,193,0.08290155440414508
Joey,fear,9,193,0.046632124352331605
Joey,neutral,129,193,0.6683937823834197
Joey,anger,40,193,0.20725388601036268
Joey,joy,45,193,0.23316062176165803
