Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,10,14,0.7142857142857143
Chandler,joy,0,14,0.0
Chandler,fear,3,14,0.21428571428571427
Chandler,sadness,0,14,0.0
Chandler,anger,5,14,0.35714285714285715
Chandler,disgust,14,14,1.0
Chandler,surprise,6,14,0.42857142857142855
Phoebe,neutral,8,20,0.4
Phoebe,joy,7,20,0.35
Phoebe,fear,0,20,0.0
Phoebe,sadness,4,20,0.2
Phoebe,anger,12,20,0.6
Phoebe,disgust,20,20,1.0
Phoebe,surprise,11,20,0.55
Ross,neutral,9,9,1.0
Ross,joy,3,9,0.3333333333333333
Ross,fear,1,9,0.1111111111111111
Ross,sadness,2,9,0.2222222222222222
Ross,anger,2,9,0.2222222222222222
Ross,disgust,9,9,1.0
Ross,surprise,5,9,0.5555555555555556
other,neutral,13,16,0.8125
other,joy,3,16,0.1875
other,fear,2,16,0.125
other,sadness,1,16,0.0625
other,anger,10,16,0.625
other,disgust,16,16,1.0
other,surprise,6,16,0.375
Joey,neutral,10,14,0.7142857142857143
Joey,joy,5,14,0.35714285714285715
Joey,fear,2,14,0.14285714285714285
Joey,sadness,1,14,0.07142857142857142
Joey,anger,4,14,0.2857142857142857
Joey,disgust,14,14,1.0
Joey,surprise,7,14,0.5
Rachel,neutral,11,14,0.7857142857142857
Rachel,joy,6,14,0.42857142857142855
Rachel,fear,1,14,0.07142857142857142
Rachel,sadness,6,14,0.42857142857142855
Rachel,anger,5,14,0.35714285714285715
Rachel,disgust,14,14,1.0
Rachel,surprise,4,14,0.2857142857142857
Monica,neutral,14,21,0.6666666666666666
Monica,joy,11,21,0.5238095238095238
Monica,fear,1,21,0.047619047619047616
Monica,sadness,4,21,0.19047619047619047
Monica,anger,10,21,0.47619047619047616
Monica,disgust,21,21,1.0
Monica,surprise,8,21,0.38095238095238093
