Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Monica,joy,34,90,0.37777777777777777
Monica,neutral,68,90,0.7555555555555555
Monica,sadness,90,90,1.0
Monica,disgust,12,90,0.13333333333333333
Monica,anger,32,90,0.35555555555555557
Monica,surprise,33,90,0.36666666666666664
Monica,fear,6,90,0.06666666666666667
Phoebe,joy,29,101,0.2871287128712871
Phoebe,neutral,81,101,0.801980198019802
Phoebe,sadness,101,101,1.0
Phoebe,disgust,10,101,0.09900990099009901
Phoebe,anger,26,101,0.25742574257425743
Phoebe,surprise,41,101,0.40594059405940597
Phoebe,fear,7,101,0.06930693069306931
Ross,joy,42,98,0.42857142857142855
Ross,neutral,83,98,0.8469387755102041
Ross,sadness,98,98,1.0
Ross,disgust,5,98,0.05102040816326531
Ross,anger,31,98,0.3163265306122449
Ross,surprise,33,98,0.336734693877551
Ross,fear,12,98,0.12244897959183673
Joey,joy,19,78,0.24358974358974358
Joey,neutral,59,78,0.7564102564102564
Joey,sadness,78,78,1.0
Joey,disgust,2,78,0.02564102564102564
Joey,anger,33,78,0.4230769230769231
Joey,surprise,19,78,0.24358974358974358
Joey,fear,8,78,0.10256410256410256
Chandler,joy,21,66,0.3181818181818182
Chandler,neutral,51,66,0.7727272727272727
Chandler,sadness,66,66,1.0
Chandler,disgust,2,66,0.030303030303030304
Chandler,anger,26,66,0.3939393939393939
Chandler,surprise,34,66,0.5151515151515151
Chandler,fear,5,66,0.07575757575757576
other,joy,44,105,0.41904761904761906
other,neutral,77,105,0.7333333333333333
other,sadness,105,105,1.0
other,disgust,10,105,0.09523809523809523
other,anger,38,105,0.3619047619047619
other,surprise,39,105,0.37142857142857144
other,fear,15,105,0.14285714285714285
Rachel,joy,23,123,0.18699186991869918
Rachel,neutral,95,123,0.7723577235772358
Rachel,sadness,123,123,1.0
Rachel,disgust,11,123,0.08943089430894309
Rachel,anger,42,123,0.34146341463414637
Rachel,surprise,45,123,0.36585365853658536
Rachel,fear,12,123,0.0975609756097561
