Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
other,surprise,229,987,0.232016210739615
other,disgust,38,987,0.03850050658561297
other,sadness,97,987,0.09827760891590678
other,fear,44,987,0.044579533941236066
other,neutral,987,987,1.0
other,anger,115,987,0.11651469098277609
other,joy,279,987,0.2826747720364742
Chandler,surprise,132,685,0.1927007299270073
Chandler,disgust,30,685,0.043795620437956206
Chandler,sadness,65,685,0.0948905109489051
Chandler,fear,25,685,0.0364963503649635
Chandler,neutral,685,685,1.0
Chandler,anger,122,685,0.1781021897810219
Chandler,joy,179,685,0.2613138686131387
Joey,surprise,158,793,0.19924337957124844
Joey,disgust,36,793,0.04539722572509458
Joey,sadness,55,793,0.06935687263556116
Joey,fear,38,793,0.04791929382093316
Joey,neutral,793,793,1.0
Joey,anger,120,793,0.15132408575031525
Joey,joy,162,793,0.2042875157629256
Monica,surprise,117,618,0.18932038834951456
Monica,disgust,19,618,0.030744336569579287
Monica,sadness,67,618,0.10841423948220065
Monica,fear,24,618,0.038834951456310676
Monica,neutral,618,618,1.0
Monica,anger,92,618,0.1488673139158576
Monica,joy,177,618,0.28640776699029125
Phoebe,surprise,151,613,0.2463295269168026
Phoebe,disgust,36,613,0.05872756933115824
Phoebe,sadness,66,613,0.10766721044045677
Phoebe,fear,38,613,0.06199021207177814
Phoebe,neutral,613,613,1.0
Phoebe,anger,84,613,0.1370309951060359
Phoebe,joy,151,613,0.2463295269168026
Ross,surprise,163,797,0.20451693851944794
Ross,disgust,19,797,0.02383939774153074
Ross,sadness,88,797,0.11041405269761606
Ross,fear,43,797,0.053952321204516936
Ross,neutral,797,797,1.0
Ross,anger,130,797,0.16311166875784192
Ross,joy,194,797,0.24341279799247176
Rachel,surprise,121,640,0.1890625
Rachel,disgust,18,640,0.028125
Rachel,sadness,74,640,0.115625
Rachel,fear,27,640,0.0421875
Rachel,neutral,640,640,1.0
Rachel,anger,95,640,0.1484375
Rachel,joy,151,640,0.2359375
