Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
other,surprise,251,251,1.0
other,disgust,8,251,0.03187250996015936
other,sadness,23,251,0.09163346613545817
other,fear,9,251,0.035856573705179286
other,neutral,181,251,0.7211155378486056
other,anger,28,251,0.11155378486055777
other,joy,74,251,0.2948207171314741
Rachel,surprise,177,177,1.0
Rachel,disgust,7,177,0.03954802259887006
Rachel,sadness,30,177,0.1694915254237288
Rachel,fear,10,177,0.05649717514124294
Rachel,neutral,112,177,0.632768361581921
Rachel,anger,25,177,0.14124293785310735
Rachel,joy,36,177,0.2033898305084746
Monica,surprise,156,156,1.0
Monica,disgust,11,156,0.07051282051282051
Monica,sadness,13,156,0.08333333333333333
Monica,fear,10,156,0.0641025641025641
Monica,neutral,106,156,0.6794871794871795
Monica,anger,34,156,0.21794871794871795
Monica,joy,41,156,0.26282051282051283
Chandler,surprise,183,183,1.0
Chandler,disgust,13,183,0.07103825136612021
Chandler,sadness,20,183,0.1092896174863388
Chandler,fear,16,183,0.08743169398907104
Chandler,neutral,116,183,0.6338797814207651
Chandler,anger,29,183,0.15846994535519127
Chandler,joy,44,183,0.24043715846994534
Phoebe,surprise,183,183,1.0
Phoebe,disgust,12,183,0.06557377049180328
Phoebe,sadness,25,183,0.1366120218579235
Phoebe,fear,6,183,0.03278688524590164
Phoebe,neutral,128,183,0.6994535519125683
Phoebe,anger,27,183,0.14754098360655737
Phoebe,joy,41,183,0.22404371584699453
Ross,surprise,191,191,1.0
Ross,disgust,6,191,0.031413612565445025
Ross,sadness,24,191,0.1256544502617801
Ross,fear,6,191,0.031413612565445025
Ross,neutral,135,191,0.7068062827225131
Ross,anger,30,191,0.15706806282722513
Ross,joy,47,191,0.24607329842931938
Joey,surprise,185,185,1.0
Joey,disgust,12,185,0.06486486486486487
Joey,sadness,23,185,0.12432432432432433
Joey,fear,7,185,0.03783783783783784
Joey,neutral,135,185,0.7297297297297297
Joey,anger,31,185,0.16756756756756758
Joey,joy,45,185,0.24324324324324326
