Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,joy,15,50,0.3
Chandler,neutral,38,50,0.76
Chandler,disgust,2,50,0.04
Chandler,sadness,7,50,0.14
Chandler,surprise,17,50,0.34
Chandler,anger,10,50,0.2
Chandler,fear,50,50,1.0
Rachel,joy,12,46,0.2608695652173913
Rachel,neutral,39,46,0.8478260869565217
Rachel,disgust,3,46,0.06521739130434782
Rachel,sadness,13,46,0.2826086956521739
Rachel,surprise,16,46,0.34782608695652173
Rachel,anger,12,46,0.2608695652173913
Rachel,fear,46,46,1.0
Joey,joy,13,40,0.325
Joey,neutral,34,40,0.85
Joey,disgust,4,40,0.1
Joey,sadness,3,40,0.075
Joey,surprise,10,40,0.25
Joey,anger,10,40,0.25
Joey,fear,40,40,1.0
other,joy,15,34,0.4411764705882353
other,neutral,22,34,0.6470588235294118
other,disgust,4,34,0.11764705882352941
other,sadness,8,34,0.23529411764705882
other,surprise,7,34,0.20588235294117646
other,anger,9,34,0.2647058823529412
other,fear,34,34,1.0
Ross,joy,10,38,0.2631578947368421
Ross,neutral,32,38,0.8421052631578947
Ross,disgust,3,38,0.07894736842105263
Ross,sadness,10,38,0.2631578947368421
Ross,surprise,11,38,0.2894736842105263
Ross,anger,8,38,0.21052631578947367
Ross,fear,38,38,1.0
Phoebe,joy,6,27,0.2222222222222222
Phoebe,neutral,19,27,0.7037037037037037
Phoebe,disgust,3,27,0.1111111111111111
Phoebe,sadness,4,27,0.14814814814814814
Phoebe,surprise,4,27,0.14814814814814814
Phoebe,anger,8,27,0.2962962962962963
Phoebe,fear,27,27,1.0
Monica,joy,7,27,0.25925925925925924
Monica,neutral,21,27,0.7777777777777778
Monica,disgust,3,27,0.1111111111111111
Monica,sadness,4,27,0.14814814814814814
Monica,surprise,8,27,0.2962962962962963
Monica,anger,9,27,0.3333333333333333
Monica,fear,27,27,1.0
