Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,surprise,14,97,0.14432989690721648
Chandler,disgust,7,97,0.07216494845360824
Chandler,sadness,97,97,1.0
Chandler,fear,4,97,0.041237113402061855
Chandler,neutral,57,97,0.5876288659793815
Chandler,anger,26,97,0.26804123711340205
Chandler,joy,26,97,0.26804123711340205
Phoebe,surprise,33,125,0.264
Phoebe,disgust,3,125,0.024
Phoebe,sadness,125,125,1.0
Phoebe,fear,5,125,0.04
Phoebe,neutral,62,125,0.496
Phoebe,anger,27,125,0.216
Phoebe,joy,23,125,0.184
Rachel,surprise,30,136,0.22058823529411764
Rachel,disgust,3,136,0.022058823529411766
Rachel,sadness,136,136,1.0
Rachel,fear,8,136,0.058823529411764705
Rachel,neutral,78,136,0.5735294117647058
Rachel,anger,23,136,0.16911764705882354
Rachel,joy,18,136,0.1323529411764706
Joey,surprise,20,102,0.19607843137254902
Joey,disgust,3,102,0.029411764705882353
Joey,sadness,102,102,1.0
Joey,fear,4,102,0.0392156862745098
Joey,neutral,48,102,0.47058823529411764
Joey,anger,27,102,0.2647058823529412
Joey,joy,13,102,0.12745098039215685
Ross,surprise,17,113,0.1504424778761062
Ross,disgust,8,113,0.07079646017699115
Ross,sadness,113,113,1.0
Ross,fear,10,113,0.08849557522123894
Ross,neutral,73,113,0.6460176991150443
Ross,anger,16,113,0.1415929203539823
Ross,joy,17,113,0.1504424778761062
other,surprise,29,134,0.21641791044776118
other,disgust,5,134,0.03731343283582089
other,sadness,134,134,1.0
other,fear,9,134,0.06716417910447761
other,neutral,72,134,0.5373134328358209
other,anger,29,134,0.21641791044776118
other,joy,29,134,0.21641791044776118
Monica,surprise,27,117,0.23076923076923078
Monica,disgust,9,117,0.07692307692307693
Monica,sadness,117,117,1.0
Monica,fear,4,117,0.03418803418803419
Monica,neutral,66,117,0.5641025641025641
Monica,anger,22,117,0.18803418803418803
Monica,joy,25,117,0.21367521367521367
