Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,23,33,0.696969696969697
Chandler,joy,9,33,0.2727272727272727
Chandler,fear,33,33,1.0
Chandler,sadness,5,33,0.15151515151515152
Chandler,anger,11,33,0.3333333333333333
Chandler,disgust,1,33,0.030303030303030304
Chandler,surprise,9,33,0.2727272727272727
Joey,neutral,20,28,0.7142857142857143
Joey,joy,10,28,0.35714285714285715
Joey,fear,28,28,1.0
Joey,sadness,2,28,0.07142857142857142
Joey,anger,7,28,0.25
Joey,disgust,3,28,0.10714285714285714
Joey,surprise,7,28,0.25
Ross,neutral,26,27,0.9629629629629629
Ross,joy,7,27,0.25925925925925924
Ross,fear,27,27,1.0
Ross,sadness,8,27,0.2962962962962963
Ross,anger,1,27,0.037037037037037035
Ross,disgust,0,27,0.0
Ross,surprise,5,27,0.18518518518518517
Phoebe,neutral,12,16,0.75
Phoebe,joy,5,16,0.3125
Phoebe,fear,16,16,1.0
Phoebe,sadness,2,16,0.125
Phoebe,anger,6,16,0.375
Phoebe,disgust,0,16,0.0
Phoebe,surprise,3,16,0.1875
Monica,neutral,6,12,0.5
Monica,joy,3,12,0.25
Monica,fear,12,12,1.0
Monica,sadness,2,12,0.16666666666666666
Monica,anger,5,12,0.4166666666666667
Monica,disgust,1,12,0.08333333333333333
Monica,surprise,5,12,0.4166666666666667
other,neutral,13,20,0.65
other,joy,11,20,0.55
other,fear,20,20,1.0
other,sadness,3,20,0.15
other,anger,2,20,0.1
other,disgust,1,20,0.05
other,surprise,5,20,0.25
Rachel,neutral,13,21,0.6190476190476191
Rachel,joy,7,21,0.3333333333333333
Rachel,fear,21,21,1.0
Rachel,sadness,8,21,0.38095238095238093
Rachel,anger,3,21,0.14285714285714285
Rachel,disgust,1,21,0.047619047619047616
Rachel,surprise,9,21,0.42857142857142855
