Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Monica,joy,19,44,0.4318181818181818
Monica,neutral,29,44,0.6590909090909091
Monica,sadness,6,44,0.13636363636363635
Monica,disgust,44,44,1.0
Monica,surprise,15,44,0.3409090909090909
Monica,anger,17,44,0.38636363636363635
Monica,fear,3,44,0.06818181818181818
Chandler,joy,12,39,0.3076923076923077
Chandler,neutral,31,39,0.7948717948717948
Chandler,sadness,5,39,0.1282051282051282
Chandler,disgust,39,39,1.0
Chandler,surprise,8,39,0.20512820512820512
Chandler,anger,12,39,0.3076923076923077
Chandler,fear,5,39,0.1282051282051282
Joey,joy,13,43,0.3023255813953488
Joey,neutral,29,43,0.6744186046511628
Joey,sadness,1,43,0.023255813953488372
Joey,disgust,43,43,1.0
Joey,surprise,22,43,0.5116279069767442
Joey,anger,13,43,0.3023255813953488
Joey,fear,5,43,0.11627906976744186
Ross,joy,12,29,0.41379310344827586
Ross,neutral,24,29,0.8275862068965517
Ross,sadness,5,29,0.1724137931034483
Ross,disgust,29,29,1.0
Ross,surprise,14,29,0.4827586206896552
Ross,anger,7,29,0.2413793103448276
Ross,fear,5,29,0.1724137931034483
Phoebe,joy,11,49,0.22448979591836735
Phoebe,neutral,34,49,0.6938775510204082
Phoebe,sadness,10,49,0.20408163265306123
Phoebe,disgust,49,49,1.0
Phoebe,surprise,17,49,0.3469387755102041
Phoebe,anger,13,49,0.2653061224489796
Phoebe,fear,1,49,0.02040816326530612
Rachel,joy,11,35,0.3142857142857143
Rachel,neutral,20,35,0.5714285714285714
Rachel,sadness,8,35,0.22857142857142856
Rachel,disgust,35,35,1.0
Rachel,surprise,12,35,0.34285714285714286
Rachel,anger,8,35,0.22857142857142856
Rachel,fear,3,35,0.08571428571428572
other,joy,14,42,0.3333333333333333
other,neutral,31,42,0.7380952380952381
other,sadness,5,42,0.11904761904761904
other,disgust,42,42,1.0
other,surprise,16,42,0.38095238095238093
other,anger,12,42,0.2857142857142857
other,fear,6,42,0.14285714285714285
