Speaker,Ngram,Count,Ratio_within_target,Total_Ngrams_with_target
Chandler,surprise -> neutral -> neutral -> fear -> surprise,1,0.023809523809523808,42
Chandler,surprise -> disgust -> neutral -> joy -> joy,1,0.023809523809523808,42
Chandler,surprise -> sadness -> sadness -> sadness -> surprise,1,0.023809523809523808,42
Chandler,surprise -> anger -> anger -> anger -> anger,1,0.023809523809523808,42
Chandler,surprise -> surprise -> fear -> disgust -> disgust,1,0.023809523809523808,42
Chandler,surprise -> anger -> fear -> fear -> anger,1,0.023809523809523808,42
Chandler,surprise -> joy -> neutral -> fear -> neutral,1,0.023809523809523808,42
Chandler,surprise -> disgust -> neutral -> joy -> anger,1,0.023809523809523808,42
Chandler,surprise -> surprise -> joy -> surprise -> surprise,1,0.023809523809523808,42
Chandler,surprise -> joy -> surprise -> surprise -> surprise,1,0.023809523809523808,42
Chandler,surprise -> surprise -> surprise -> surprise -> anger,1,0.023809523809523808,42
Chandler,surprise -> joy -> neutral -> neutral -> neutral,1,0.023809523809523808,42
Chandler,surprise -> surprise -> anger -> sadness -> anger,1,0.023809523809523808,42
Chandler,surprise -> neutral -> neutral -> neutral -> anger,1,0.023809523809523808,42
Chandler,surprise -> neutral -> neutral -> neutral -> neutral,3,0.07142857142857142,42
Chandler,surprise -> surprise -> joy -> surprise -> neutral,1,0.023809523809523808,42
Chandler,surprise -> joy -> surprise -> neutral -> neutral,1,0.023809523809523808,42
Chandler,surprise -> neutral -> neutral -> neutral -> joy,3,0.07142857142857142,42
Chandler,surprise -> joy -> fear -> anger -> joy,1,0.023809523809523808,42
Chandler,surprise -> neutral -> neutral -> anger -> sadness,1,0.023809523809523808,42
Chandler,surprise -> neutral -> surprise -> anger -> neutral,1,0.023809523809523808,42
Chandler,surprise -> neutral -> neutral -> neutral -> surprise,2,0.047619047619047616,42
Chandler,surprise -> neutral -> surprise -> joy -> neutral,1,0.023809523809523808,42
Chandler,surprise -> neutral -> anger -> neutral -> fear,1,0.023809523809523808,42
Chandler,surprise -> surprise -> surprise -> surprise -> disgust,1,0.023809523809523808,42
Chandler,surprise -> surprise -> surprise -> disgust -> anger,1,0.023809523809523808,42
Chandler,surprise -> surprise -> disgust -> anger -> neutral,1,0.023809523809523808,42
Chandler,surprise -> disgust -> anger -> neutral -> neutral,1,0.023809523809523808,42
Chandler,surprise -> sadness -> surprise -> neutral -> neutral,1,0.023809523809523808,42
Chandler,surprise -> joy -> surprise -> anger -> anger,1,0.023809523809523808,42
Chandler,surprise -> surprise -> fear -> neutral -> fear,1,0.023809523809523808,42
