Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,joy,10,44,0.22727272727272727
Chandler,neutral,28,44,0.6363636363636364
Chandler,sadness,10,44,0.22727272727272727
Chandler,disgust,44,44,1.0
Chandler,anger,12,44,0.2727272727272727
Chandler,surprise,24,44,0.5454545454545454
Chandler,fear,6,44,0.13636363636363635
Ross,joy,10,32,0.3125
Ross,neutral,27,32,0.84375
Ross,sadness,11,32,0.34375
Ross,disgust,32,32,1.0
Ross,anger,12,32,0.375
Ross,surprise,9,32,0.28125
Ross,fear,2,32,0.0625
Phoebe,joy,8,35,0.22857142857142856
Phoebe,neutral,22,35,0.6285714285714286
Phoebe,sadness,5,35,0.14285714285714285
Phoebe,disgust,35,35,1.0
Phoebe,anger,10,35,0.2857142857142857
Phoebe,surprise,16,35,0.45714285714285713
Phoebe,fear,0,35,0.0
other,joy,7,29,0.2413793103448276
other,neutral,23,29,0.7931034482758621
other,sadness,5,29,0.1724137931034483
other,disgust,29,29,1.0
other,anger,11,29,0.3793103448275862
other,surprise,8,29,0.27586206896551724
other,fear,3,29,0.10344827586206896
Joey,joy,9,36,0.25
Joey,neutral,21,36,0.5833333333333334
Joey,sadness,4,36,0.1111111111111111
Joey,disgust,36,36,1.0
Joey,anger,15,36,0.4166666666666667
Joey,surprise,11,36,0.3055555555555556
Joey,fear,6,36,0.16666666666666666
Rachel,joy,11,34,0.3235294117647059
Rachel,neutral,25,34,0.7352941176470589
Rachel,sadness,6,34,0.17647058823529413
Rachel,disgust,34,34,1.0
Rachel,anger,11,34,0.3235294117647059
Rachel,surprise,10,34,0.29411764705882354
Rachel,fear,2,34,0.058823529411764705
Monica,joy,12,49,0.24489795918367346
Monica,neutral,37,49,0.7551020408163265
Monica,sadness,7,49,0.14285714285714285
Monica,disgust,49,49,1.0
Monica,anger,13,49,0.2653061224489796
Monica,surprise,19,49,0.3877551020408163
Monica,fear,2,49,0.04081632653061224
