Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,304,304,1.0
Chandler,joy,75,304,0.24671052631578946
Chandler,fear,31,304,0.10197368421052631
Chandler,sadness,42,304,0.13815789473684212
Chandler,anger,65,304,0.2138157894736842
Chandler,disgust,24,304,0.07894736842105263
Chandler,surprise,86,304,0.28289473684210525
other,neutral,466,466,1.0
other,joy,130,466,0.27896995708154504
other,fear,16,466,0.034334763948497854
other,sadness,60,466,0.12875536480686695
other,anger,80,466,0.17167381974248927
other,disgust,20,466,0.04291845493562232
other,surprise,85,466,0.18240343347639484
Monica,neutral,256,256,1.0
Monica,joy,82,256,0.3203125
Monica,fear,11,256,0.04296875
Monica,sadness,39,256,0.15234375
Monica,anger,70,256,0.2734375
Monica,disgust,22,256,0.0859375
Monica,surprise,73,256,0.28515625
Phoebe,neutral,297,297,1.0
Phoebe,joy,106,297,0.3569023569023569
Phoebe,fear,23,297,0.07744107744107744
Phoebe,sadness,54,297,0.18181818181818182
Phoebe,anger,65,297,0.21885521885521886
Phoebe,disgust,15,297,0.050505050505050504
Phoebe,surprise,69,297,0.23232323232323232
Rachel,neutral,286,286,1.0
Rachel,joy,93,286,0.32517482517482516
Rachel,fear,16,286,0.055944055944055944
Rachel,sadness,75,286,0.26223776223776224
Rachel,anger,53,286,0.1853146853146853
Rachel,disgust,13,286,0.045454545454545456
Rachel,surprise,88,286,0.3076923076923077
Ross,neutral,412,412,1.0
Ross,joy,135,412,0.3276699029126214
Ross,fear,41,412,0.09951456310679611
Ross,sadness,71,412,0.17233009708737865
Ross,anger,78,412,0.18932038834951456
Ross,disgust,20,412,0.04854368932038835
Ross,surprise,81,412,0.1966019417475728
Joey,neutral,420,420,1.0
Joey,joy,112,420,0.26666666666666666
Joey,fear,28,420,0.06666666666666667
Joey,sadness,47,420,0.11190476190476191
Joey,anger,95,420,0.2261904761904762
Joey,disgust,18,420,0.04285714285714286
Joey,surprise,119,420,0.2833333333333333
