Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,51,100,0.51
Chandler,joy,15,100,0.15
Chandler,fear,6,100,0.06
Chandler,sadness,11,100,0.11
Chandler,anger,100,100,1.0
Chandler,disgust,9,100,0.09
Chandler,surprise,14,100,0.14
Joey,neutral,59,125,0.472
Joey,joy,21,125,0.168
Joey,fear,5,125,0.04
Joey,sadness,22,125,0.176
Joey,anger,125,125,1.0
Joey,disgust,7,125,0.056
Joey,surprise,13,125,0.104
Phoebe,neutral,52,138,0.37681159420289856
Phoebe,joy,18,138,0.13043478260869565
Phoebe,fear,4,138,0.028985507246376812
Phoebe,sadness,21,138,0.15217391304347827
Phoebe,anger,138,138,1.0
Phoebe,disgust,8,138,0.057971014492753624
Phoebe,surprise,25,138,0.18115942028985507
Ross,neutral,61,148,0.41216216216216217
Ross,joy,19,148,0.12837837837837837
Ross,fear,1,148,0.006756756756756757
Ross,sadness,21,148,0.14189189189189189
Ross,anger,148,148,1.0
Ross,disgust,5,148,0.033783783783783786
Ross,surprise,14,148,0.0945945945945946
Monica,neutral,53,129,0.4108527131782946
Monica,joy,19,129,0.14728682170542637
Monica,fear,6,129,0.046511627906976744
Monica,sadness,14,129,0.10852713178294573
Monica,anger,129,129,1.0
Monica,disgust,11,129,0.08527131782945736
Monica,surprise,20,129,0.15503875968992248
other,neutral,50,115,0.43478260869565216
other,joy,15,115,0.13043478260869565
other,fear,2,115,0.017391304347826087
other,sadness,13,115,0.11304347826086956
other,anger,115,115,1.0
other,disgust,10,115,0.08695652173913043
other,surprise,13,115,0.11304347826086956
Rachel,neutral,57,136,0.41911764705882354
Rachel,joy,19,136,0.13970588235294118
Rachel,fear,4,136,0.029411764705882353
Rachel,sadness,17,136,0.125
Rachel,anger,136,136,1.0
Rachel,disgust,9,136,0.0661764705882353
Rachel,surprise,15,136,0.11029411764705882
