Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,52,96,0.5416666666666666
Chandler,joy,18,96,0.1875
Chandler,fear,7,96,0.07291666666666667
Chandler,sadness,15,96,0.15625
Chandler,anger,20,96,0.20833333333333334
Chandler,disgust,7,96,0.07291666666666667
Chandler,surprise,96,96,1.0
Joey,neutral,90,139,0.6474820143884892
Joey,joy,26,139,0.18705035971223022
Joey,fear,8,139,0.05755395683453238
Joey,sadness,8,139,0.05755395683453238
Joey,anger,29,139,0.20863309352517986
Joey,disgust,6,139,0.04316546762589928
Joey,surprise,139,139,1.0
Phoebe,neutral,55,112,0.49107142857142855
Phoebe,joy,25,112,0.22321428571428573
Phoebe,fear,6,112,0.05357142857142857
Phoebe,sadness,17,112,0.15178571428571427
Phoebe,anger,24,112,0.21428571428571427
Phoebe,disgust,12,112,0.10714285714285714
Phoebe,surprise,112,112,1.0
Rachel,neutral,60,133,0.45112781954887216
Rachel,joy,31,133,0.23308270676691728
Rachel,fear,13,133,0.09774436090225563
Rachel,sadness,23,133,0.17293233082706766
Rachel,anger,26,133,0.19548872180451127
Rachel,disgust,3,133,0.022556390977443608
Rachel,surprise,133,133,1.0
Ross,neutral,58,109,0.5321100917431193
Ross,joy,36,109,0.3302752293577982
Ross,fear,7,109,0.06422018348623854
Ross,sadness,10,109,0.09174311926605505
Ross,anger,29,109,0.26605504587155965
Ross,disgust,6,109,0.05504587155963303
Ross,surprise,109,109,1.0
Monica,neutral,61,126,0.48412698412698413
Monica,joy,40,126,0.31746031746031744
Monica,fear,6,126,0.047619047619047616
Monica,sadness,10,126,0.07936507936507936
Monica,anger,31,126,0.24603174603174602
Monica,disgust,9,126,0.07142857142857142
Monica,surprise,126,126,1.0
other,neutral,71,123,0.5772357723577236
other,joy,36,123,0.2926829268292683
other,fear,6,123,0.04878048780487805
other,sadness,9,123,0.07317073170731707
other,anger,22,123,0.17886178861788618
other,disgust,4,123,0.032520325203252036
other,surprise,123,123,1.0
