Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,anger,10,172,0.05813953488372093
Chandler,surprise,21,172,0.12209302325581395
Chandler,disgust,4,172,0.023255813953488372
Chandler,joy,172,172,1.0
Chandler,fear,8,172,0.046511627906976744
Chandler,neutral,77,172,0.4476744186046512
Chandler,sadness,6,172,0.03488372093023256
Rachel,anger,14,246,0.056910569105691054
Rachel,surprise,33,246,0.13414634146341464
Rachel,disgust,5,246,0.02032520325203252
Rachel,joy,246,246,1.0
Rachel,fear,7,246,0.028455284552845527
Rachel,neutral,100,246,0.4065040650406504
Rachel,sadness,12,246,0.04878048780487805
Ross,anger,15,246,0.06097560975609756
Ross,surprise,18,246,0.07317073170731707
Ross,disgust,3,246,0.012195121951219513
Ross,joy,246,246,1.0
Ross,fear,3,246,0.012195121951219513
Ross,neutral,107,246,0.4349593495934959
Ross,sadness,16,246,0.06504065040650407
Joey,anger,14,256,0.0546875
Joey,surprise,24,256,0.09375
Joey,disgust,6,256,0.0234375
Joey,joy,256,256,1.0
Joey,fear,10,256,0.0390625
Joey,neutral,99,256,0.38671875
Joey,sadness,12,256,0.046875
other,anger,14,277,0.05054151624548736
other,surprise,28,277,0.10108303249097472
other,disgust,4,277,0.01444043321299639
other,joy,277,277,1.0
other,fear,6,277,0.021660649819494584
other,neutral,120,277,0.4332129963898917
other,sadness,10,277,0.036101083032490974
Phoebe,anger,14,215,0.06511627906976744
Phoebe,surprise,20,215,0.09302325581395349
Phoebe,disgust,5,215,0.023255813953488372
Phoebe,joy,215,215,1.0
Phoebe,fear,3,215,0.013953488372093023
Phoebe,neutral,86,215,0.4
Phoebe,sadness,10,215,0.046511627906976744
Monica,anger,10,226,0.04424778761061947
Monica,surprise,27,226,0.11946902654867257
Monica,disgust,6,226,0.02654867256637168
Monica,joy,226,226,1.0
Monica,fear,5,226,0.022123893805309734
Monica,neutral,88,226,0.3893805309734513
Monica,sadness,15,226,0.06637168141592921
