Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Monica,neutral,22,35,0.6285714285714286
Monica,joy,12,35,0.34285714285714286
Monica,fear,1,35,0.02857142857142857
Monica,sadness,35,35,1.0
Monica,anger,8,35,0.22857142857142856
Monica,disgust,3,35,0.08571428571428572
Monica,surprise,7,35,0.2
Chandler,neutral,33,40,0.825
Chandler,joy,10,40,0.25
Chandler,fear,5,40,0.125
Chandler,sadness,40,40,1.0
Chandler,anger,14,40,0.35
Chandler,disgust,3,40,0.075
Chandler,surprise,9,40,0.225
other,neutral,36,61,0.5901639344262295
other,joy,19,61,0.3114754098360656
other,fear,5,61,0.08196721311475409
other,sadness,61,61,1.0
other,anger,10,61,0.16393442622950818
other,disgust,1,61,0.01639344262295082
other,surprise,15,61,0.2459016393442623
Joey,neutral,33,51,0.6470588235294118
Joey,joy,13,51,0.2549019607843137
Joey,fear,1,51,0.0196078431372549
Joey,sadness,51,51,1.0
Joey,anger,18,51,0.35294117647058826
Joey,disgust,1,51,0.0196078431372549
Joey,surprise,10,51,0.19607843137254902
Rachel,neutral,49,83,0.5903614457831325
Rachel,joy,16,83,0.1927710843373494
Rachel,fear,10,83,0.12048192771084337
Rachel,sadness,83,83,1.0
Rachel,anger,21,83,0.25301204819277107
Rachel,disgust,9,83,0.10843373493975904
Rachel,surprise,23,83,0.27710843373493976
Ross,neutral,54,75,0.72
Ross,joy,26,75,0.3466666666666667
Ross,fear,8,75,0.10666666666666667
Ross,sadness,75,75,1.0
Ross,anger,10,75,0.13333333333333333
Ross,disgust,3,75,0.04
Ross,surprise,20,75,0.26666666666666666
Phoebe,neutral,36,56,0.6428571428571429
Phoebe,joy,16,56,0.2857142857142857
Phoebe,fear,2,56,0.03571428571428571
Phoebe,sadness,56,56,1.0
Phoebe,anger,21,56,0.375
Phoebe,disgust,2,56,0.03571428571428571
Phoebe,surprise,9,56,0.16071428571428573
