Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,surprise,16,57,0.2807017543859649
Chandler,disgust,2,57,0.03508771929824561
Chandler,sadness,6,57,0.10526315789473684
Chandler,fear,57,57,1.0
Chandler,neutral,33,57,0.5789473684210527
Chandler,anger,8,57,0.14035087719298245
Chandler,joy,11,57,0.19298245614035087
Rachel,surprise,11,52,0.21153846153846154
Rachel,disgust,4,52,0.07692307692307693
Rachel,sadness,9,52,0.17307692307692307
Rachel,fear,52,52,1.0
Rachel,neutral,37,52,0.7115384615384616
Rachel,anger,10,52,0.19230769230769232
Rachel,joy,9,52,0.17307692307692307
Joey,surprise,7,41,0.17073170731707318
Joey,disgust,4,41,0.0975609756097561
Joey,sadness,3,41,0.07317073170731707
Joey,fear,41,41,1.0
Joey,neutral,25,41,0.6097560975609756
Joey,anger,10,41,0.24390243902439024
Joey,joy,9,41,0.21951219512195122
other,surprise,7,36,0.19444444444444445
other,disgust,2,36,0.05555555555555555
other,sadness,7,36,0.19444444444444445
other,fear,36,36,1.0
other,neutral,18,36,0.5
other,anger,7,36,0.19444444444444445
other,joy,10,36,0.2777777777777778
Ross,surprise,8,43,0.18604651162790697
Ross,disgust,3,43,0.06976744186046512
Ross,sadness,11,43,0.2558139534883721
Ross,fear,43,43,1.0
Ross,neutral,29,43,0.6744186046511628
Ross,anger,7,43,0.16279069767441862
Ross,joy,8,43,0.18604651162790697
Phoebe,surprise,3,31,0.0967741935483871
Phoebe,disgust,1,31,0.03225806451612903
Phoebe,sadness,3,31,0.0967741935483871
Phoebe,fear,31,31,1.0
Phoebe,neutral,18,31,0.5806451612903226
Phoebe,anger,8,31,0.25806451612903225
Phoebe,joy,5,31,0.16129032258064516
Monica,surprise,9,29,0.3103448275862069
Monica,disgust,2,29,0.06896551724137931
Monica,sadness,2,29,0.06896551724137931
Monica,fear,29,29,1.0
Monica,neutral,20,29,0.6896551724137931
Monica,anger,6,29,0.20689655172413793
Monica,joy,5,29,0.1724137931034483
