Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,surprise,171,171,1.0
Chandler,disgust,8,171,0.04678362573099415
Chandler,sadness,24,171,0.14035087719298245
Chandler,fear,12,171,0.07017543859649122
Chandler,neutral,109,171,0.6374269005847953
Chandler,anger,36,171,0.21052631578947367
Chandler,joy,41,171,0.23976608187134502
Joey,surprise,200,200,1.0
Joey,disgust,15,200,0.075
Joey,sadness,23,200,0.115
Joey,fear,12,200,0.06
Joey,neutral,140,200,0.7
Joey,anger,47,200,0.235
Joey,joy,37,200,0.185
Phoebe,surprise,173,173,1.0
Phoebe,disgust,11,173,0.06358381502890173
Phoebe,sadness,28,173,0.16184971098265896
Phoebe,fear,8,173,0.046242774566473986
Phoebe,neutral,104,173,0.6011560693641619
Phoebe,anger,38,173,0.21965317919075145
Phoebe,joy,43,173,0.24855491329479767
Rachel,surprise,232,232,1.0
Rachel,disgust,6,232,0.02586206896551724
Rachel,sadness,27,232,0.11637931034482758
Rachel,fear,11,232,0.04741379310344827
Rachel,neutral,163,232,0.7025862068965517
Rachel,anger,30,232,0.12931034482758622
Rachel,joy,70,232,0.3017241379310345
other,surprise,189,189,1.0
other,disgust,6,189,0.031746031746031744
other,sadness,20,189,0.10582010582010581
other,fear,9,189,0.047619047619047616
other,neutral,123,189,0.6507936507936508
other,anger,29,189,0.15343915343915343
other,joy,56,189,0.2962962962962963
Ross,surprise,167,167,1.0
Ross,disgust,8,167,0.04790419161676647
Ross,sadness,21,167,0.12574850299401197
Ross,fear,7,167,0.041916167664670656
Ross,neutral,116,167,0.6946107784431138
Ross,anger,28,167,0.16766467065868262
Ross,joy,43,167,0.25748502994011974
Monica,surprise,194,194,1.0
Monica,disgust,14,194,0.07216494845360824
Monica,sadness,32,194,0.16494845360824742
Monica,fear,8,194,0.041237113402061855
Monica,neutral,130,194,0.6701030927835051
Monica,anger,32,194,0.16494845360824742
Monica,joy,52,194,0.26804123711340205
