Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,76,111,0.6846846846846847
Chandler,joy,111,111,1.0
Chandler,fear,3,111,0.02702702702702703
Chandler,sadness,8,111,0.07207207207207207
Chandler,anger,16,111,0.14414414414414414
Chandler,disgust,7,111,0.06306306306306306
Chandler,surprise,24,111,0.21621621621621623
Rachel,neutral,91,156,0.5833333333333334
Rachel,joy,156,156,1.0
Rachel,fear,6,156,0.038461538461538464
Rachel,sadness,16,156,0.10256410256410256
Rachel,anger,20,156,0.1282051282051282
Rachel,disgust,7,156,0.04487179487179487
Rachel,surprise,34,156,0.21794871794871795
Ross,neutral,114,199,0.5728643216080402
Ross,joy,199,199,1.0
Ross,fear,7,199,0.035175879396984924
Ross,sadness,23,199,0.11557788944723618
Ross,anger,21,199,0.10552763819095477
Ross,disgust,6,199,0.03015075376884422
Ross,surprise,36,199,0.18090452261306533
Phoebe,neutral,90,155,0.5806451612903226
Phoebe,joy,155,155,1.0
Phoebe,fear,3,155,0.01935483870967742
Phoebe,sadness,13,155,0.08387096774193549
Phoebe,anger,19,155,0.12258064516129032
Phoebe,disgust,3,155,0.01935483870967742
Phoebe,surprise,29,155,0.1870967741935484
other,neutral,111,192,0.578125
other,joy,192,192,1.0
other,fear,4,192,0.020833333333333332
other,sadness,17,192,0.08854166666666667
other,anger,14,192,0.07291666666666667
other,disgust,2,192,0.010416666666666666
other,surprise,41,192,0.21354166666666666
Joey,neutral,108,183,0.5901639344262295
Joey,joy,183,183,1.0
Joey,fear,7,183,0.03825136612021858
Joey,sadness,17,183,0.09289617486338798
Joey,anger,24,183,0.13114754098360656
Joey,disgust,2,183,0.01092896174863388
Joey,surprise,33,183,0.18032786885245902
Monica,neutral,76,145,0.5241379310344828
Monica,joy,145,145,1.0
Monica,fear,2,145,0.013793103448275862
Monica,sadness,13,145,0.0896551724137931
Monica,anger,20,145,0.13793103448275862
Monica,disgust,8,145,0.05517241379310345
Monica,surprise,38,145,0.2620689655172414
