Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Rachel,surprise,32,159,0.20125786163522014
Rachel,disgust,10,159,0.06289308176100629
Rachel,sadness,159,159,1.0
Rachel,fear,8,159,0.050314465408805034
Rachel,neutral,85,159,0.5345911949685535
Rachel,anger,26,159,0.16352201257861634
Rachel,joy,23,159,0.14465408805031446
Monica,surprise,15,91,0.16483516483516483
Monica,disgust,9,91,0.0989010989010989
Monica,sadness,91,91,1.0
Monica,fear,1,91,0.01098901098901099
Monica,neutral,47,91,0.5164835164835165
Monica,anger,18,91,0.1978021978021978
Monica,joy,19,91,0.2087912087912088
Phoebe,surprise,31,122,0.2540983606557377
Phoebe,disgust,2,122,0.01639344262295082
Phoebe,sadness,122,122,1.0
Phoebe,fear,5,122,0.040983606557377046
Phoebe,neutral,73,122,0.5983606557377049
Phoebe,anger,21,122,0.1721311475409836
Phoebe,joy,15,122,0.12295081967213115
Ross,surprise,26,125,0.208
Ross,disgust,6,125,0.048
Ross,sadness,125,125,1.0
Ross,fear,9,125,0.072
Ross,neutral,76,125,0.608
Ross,anger,20,125,0.16
Ross,joy,33,125,0.264
Chandler,surprise,21,79,0.26582278481012656
Chandler,disgust,2,79,0.02531645569620253
Chandler,sadness,79,79,1.0
Chandler,fear,2,79,0.02531645569620253
Chandler,neutral,47,79,0.5949367088607594
Chandler,anger,19,79,0.24050632911392406
Chandler,joy,17,79,0.21518987341772153
other,surprise,29,122,0.23770491803278687
other,disgust,9,122,0.07377049180327869
other,sadness,122,122,1.0
other,fear,6,122,0.04918032786885246
other,neutral,60,122,0.4918032786885246
other,anger,25,122,0.20491803278688525
other,joy,29,122,0.23770491803278687
Joey,surprise,19,104,0.18269230769230768
Joey,disgust,4,104,0.038461538461538464
Joey,sadness,104,104,1.0
Joey,fear,2,104,0.019230769230769232
Joey,neutral,55,104,0.5288461538461539
Joey,anger,28,104,0.2692307692307692
Joey,joy,13,104,0.125
