Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,joy,12,33,0.36363636363636365
Chandler,neutral,28,33,0.8484848484848485
Chandler,disgust,5,33,0.15151515151515152
Chandler,anger,11,33,0.3333333333333333
Chandler,sadness,4,33,0.12121212121212122
Chandler,surprise,14,33,0.42424242424242425
Chandler,fear,33,33,1.0
Rachel,joy,11,37,0.2972972972972973
Rachel,neutral,32,37,0.8648648648648649
Rachel,disgust,4,37,0.10810810810810811
Rachel,anger,14,37,0.3783783783783784
Rachel,sadness,9,37,0.24324324324324326
Rachel,surprise,14,37,0.3783783783783784
Rachel,fear,37,37,1.0
Ross,joy,17,35,0.4857142857142857
Ross,neutral,28,35,0.8
Ross,disgust,4,35,0.11428571428571428
Ross,anger,9,35,0.2571428571428571
Ross,sadness,9,35,0.2571428571428571
Ross,surprise,15,35,0.42857142857142855
Ross,fear,35,35,1.0
Joey,joy,15,37,0.40540540540540543
Joey,neutral,26,37,0.7027027027027027
Joey,disgust,3,37,0.08108108108108109
Joey,anger,16,37,0.43243243243243246
Joey,sadness,9,37,0.24324324324324326
Joey,surprise,16,37,0.43243243243243246
Joey,fear,37,37,1.0
Monica,joy,6,19,0.3157894736842105
Monica,neutral,12,19,0.631578947368421
Monica,disgust,4,19,0.21052631578947367
Monica,anger,8,19,0.42105263157894735
Monica,sadness,4,19,0.21052631578947367
Monica,surprise,12,19,0.631578947368421
Monica,fear,19,19,1.0
other,joy,16,36,0.4444444444444444
other,neutral,27,36,0.75
other,disgust,3,36,0.08333333333333333
other,anger,12,36,0.3333333333333333
other,sadness,13,36,0.3611111111111111
other,surprise,8,36,0.2222222222222222
other,fear,36,36,1.0
Phoebe,joy,6,28,0.21428571428571427
Phoebe,neutral,20,28,0.7142857142857143
Phoebe,disgust,2,28,0.07142857142857142
Phoebe,anger,13,28,0.4642857142857143
Phoebe,sadness,7,28,0.25
Phoebe,surprise,12,28,0.42857142857142855
Phoebe,fear,28,28,1.0
