Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
other,joy,84,218,0.3853211009174312
other,neutral,176,218,0.8073394495412844
other,sadness,32,218,0.14678899082568808
other,disgust,7,218,0.03211009174311927
other,surprise,218,218,1.0
other,anger,32,218,0.14678899082568808
other,fear,11,218,0.05045871559633028
Monica,joy,46,134,0.34328358208955223
Monica,neutral,111,134,0.8283582089552238
Monica,sadness,23,134,0.17164179104477612
Monica,disgust,15,134,0.11194029850746269
Monica,surprise,134,134,1.0
Monica,anger,37,134,0.27611940298507465
Monica,fear,10,134,0.07462686567164178
Phoebe,joy,62,168,0.36904761904761907
Phoebe,neutral,133,168,0.7916666666666666
Phoebe,sadness,27,168,0.16071428571428573
Phoebe,disgust,14,168,0.08333333333333333
Phoebe,surprise,168,168,1.0
Phoebe,anger,31,168,0.18452380952380953
Phoebe,fear,8,168,0.047619047619047616
Joey,joy,57,168,0.3392857142857143
Joey,neutral,147,168,0.875
Joey,sadness,24,168,0.14285714285714285
Joey,disgust,16,168,0.09523809523809523
Joey,surprise,168,168,1.0
Joey,anger,35,168,0.20833333333333334
Joey,fear,13,168,0.07738095238095238
Chandler,joy,50,163,0.3067484662576687
Chandler,neutral,126,163,0.7730061349693251
Chandler,sadness,26,163,0.15950920245398773
Chandler,disgust,16,163,0.09815950920245399
Chandler,surprise,163,163,1.0
Chandler,anger,35,163,0.2147239263803681
Chandler,fear,20,163,0.12269938650306748
Ross,joy,60,175,0.34285714285714286
Ross,neutral,141,175,0.8057142857142857
Ross,sadness,30,175,0.17142857142857143
Ross,disgust,9,175,0.05142857142857143
Ross,surprise,175,175,1.0
Ross,anger,39,175,0.22285714285714286
Ross,fear,10,175,0.05714285714285714
Rachel,joy,47,151,0.31125827814569534
Rachel,neutral,111,151,0.7350993377483444
Rachel,sadness,33,151,0.2185430463576159
Rachel,disgust,9,151,0.059602649006622516
Rachel,surprise,151,151,1.0
Rachel,anger,33,151,0.2185430463576159
Rachel,fear,9,151,0.059602649006622516
