Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Monica,joy,287,287,1.0
Monica,neutral,107,287,0.37282229965156793
Monica,sadness,13,287,0.04529616724738676
Monica,disgust,7,287,0.024390243902439025
Monica,surprise,35,287,0.12195121951219512
Monica,anger,18,287,0.0627177700348432
Monica,fear,4,287,0.013937282229965157
Rachel,joy,291,291,1.0
Rachel,neutral,100,291,0.3436426116838488
Rachel,sadness,18,291,0.061855670103092786
Rachel,disgust,5,291,0.01718213058419244
Rachel,surprise,45,291,0.15463917525773196
Rachel,anger,22,291,0.07560137457044673
Rachel,fear,7,291,0.024054982817869417
Ross,joy,296,296,1.0
Ross,neutral,109,296,0.36824324324324326
Ross,sadness,18,296,0.060810810810810814
Ross,disgust,7,296,0.02364864864864865
Ross,surprise,27,296,0.09121621621621621
Ross,anger,22,296,0.07432432432432433
Ross,fear,6,296,0.02027027027027027
Joey,joy,269,269,1.0
Joey,neutral,104,269,0.38661710037174724
Joey,sadness,6,269,0.022304832713754646
Joey,disgust,7,269,0.026022304832713755
Joey,surprise,24,269,0.08921933085501858
Joey,anger,12,269,0.04460966542750929
Joey,fear,8,269,0.02973977695167286
other,joy,382,382,1.0
other,neutral,183,382,0.4790575916230366
other,sadness,13,382,0.034031413612565446
other,disgust,6,382,0.015706806282722512
other,surprise,37,382,0.0968586387434555
other,anger,18,382,0.04712041884816754
other,fear,6,382,0.015706806282722512
Phoebe,joy,248,248,1.0
Phoebe,neutral,92,248,0.3709677419354839
Phoebe,sadness,8,248,0.03225806451612903
Phoebe,disgust,7,248,0.028225806451612902
Phoebe,surprise,29,248,0.11693548387096774
Phoebe,anger,25,248,0.10080645161290322
Phoebe,fear,3,248,0.012096774193548387
Chandler,joy,265,265,1.0
Chandler,neutral,111,265,0.4188679245283019
Chandler,sadness,14,265,0.052830188679245285
Chandler,disgust,6,265,0.022641509433962263
Chandler,surprise,29,265,0.10943396226415095
Chandler,anger,31,265,0.1169811320754717
Chandler,fear,8,265,0.03018867924528302
