Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,64,81,0.7901234567901234
Chandler,joy,81,81,1.0
Chandler,fear,5,81,0.06172839506172839
Chandler,sadness,10,81,0.12345679012345678
Chandler,anger,16,81,0.19753086419753085
Chandler,disgust,6,81,0.07407407407407407
Chandler,surprise,21,81,0.25925925925925924
Rachel,neutral,67,101,0.6633663366336634
Rachel,joy,101,101,1.0
Rachel,fear,6,101,0.0594059405940594
Rachel,sadness,20,101,0.19801980198019803
Rachel,anger,20,101,0.19801980198019803
Rachel,disgust,9,101,0.0891089108910891
Rachel,surprise,30,101,0.297029702970297
Ross,neutral,109,159,0.6855345911949685
Ross,joy,159,159,1.0
Ross,fear,10,159,0.06289308176100629
Ross,sadness,26,159,0.16352201257861634
Ross,anger,22,159,0.13836477987421383
Ross,disgust,9,159,0.05660377358490566
Ross,surprise,40,159,0.25157232704402516
other,neutral,96,143,0.6713286713286714
other,joy,143,143,1.0
other,fear,6,143,0.04195804195804196
other,sadness,15,143,0.1048951048951049
other,anger,18,143,0.1258741258741259
other,disgust,2,143,0.013986013986013986
other,surprise,38,143,0.26573426573426573
Joey,neutral,91,137,0.6642335766423357
Joey,joy,137,137,1.0
Joey,fear,13,137,0.0948905109489051
Joey,sadness,19,137,0.1386861313868613
Joey,anger,25,137,0.18248175182481752
Joey,disgust,3,137,0.021897810218978103
Joey,surprise,36,137,0.26277372262773724
Phoebe,neutral,80,111,0.7207207207207207
Phoebe,joy,111,111,1.0
Phoebe,fear,3,111,0.02702702702702703
Phoebe,sadness,19,111,0.17117117117117117
Phoebe,anger,16,111,0.14414414414414414
Phoebe,disgust,2,111,0.018018018018018018
Phoebe,surprise,26,111,0.23423423423423423
Monica,neutral,67,99,0.6767676767676768
Monica,joy,99,99,1.0
Monica,fear,3,99,0.030303030303030304
Monica,sadness,12,99,0.12121212121212122
Monica,anger,20,99,0.20202020202020202
Monica,disgust,7,99,0.0707070707070707
Monica,surprise,33,99,0.3333333333333333
