Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Joey,joy,18,122,0.14754098360655737
Joey,neutral,36,122,0.29508196721311475
Joey,sadness,122,122,1.0
Joey,disgust,1,122,0.00819672131147541
Joey,surprise,16,122,0.13114754098360656
Joey,anger,17,122,0.13934426229508196
Joey,fear,0,122,0.0
Chandler,joy,4,98,0.04081632653061224
Chandler,neutral,40,98,0.40816326530612246
Chandler,sadness,98,98,1.0
Chandler,disgust,5,98,0.05102040816326531
Chandler,surprise,18,98,0.1836734693877551
Chandler,anger,12,98,0.12244897959183673
Chandler,fear,4,98,0.04081632653061224
Rachel,joy,11,142,0.07746478873239436
Rachel,neutral,38,142,0.2676056338028169
Rachel,sadness,142,142,1.0
Rachel,disgust,4,142,0.028169014084507043
Rachel,surprise,20,142,0.14084507042253522
Rachel,anger,10,142,0.07042253521126761
Rachel,fear,6,142,0.04225352112676056
Ross,joy,15,138,0.10869565217391304
Ross,neutral,49,138,0.35507246376811596
Ross,sadness,138,138,1.0
Ross,disgust,6,138,0.043478260869565216
Ross,surprise,15,138,0.10869565217391304
Ross,anger,15,138,0.10869565217391304
Ross,fear,6,138,0.043478260869565216
other,joy,16,149,0.10738255033557047
other,neutral,65,149,0.436241610738255
other,sadness,149,149,1.0
other,disgust,1,149,0.006711409395973154
other,surprise,13,149,0.087248322147651
other,anger,13,149,0.087248322147651
other,fear,3,149,0.020134228187919462
Monica,joy,16,109,0.14678899082568808
Monica,neutral,39,109,0.3577981651376147
Monica,sadness,109,109,1.0
Monica,disgust,3,109,0.027522935779816515
Monica,surprise,18,109,0.1651376146788991
Monica,anger,7,109,0.06422018348623854
Monica,fear,0,109,0.0
Phoebe,joy,15,128,0.1171875
Phoebe,neutral,44,128,0.34375
Phoebe,sadness,128,128,1.0
Phoebe,disgust,4,128,0.03125
Phoebe,surprise,14,128,0.109375
Phoebe,anger,16,128,0.125
Phoebe,fear,1,128,0.0078125
