Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,53,109,0.48623853211009177
Chandler,joy,16,109,0.14678899082568808
Chandler,fear,7,109,0.06422018348623854
Chandler,sadness,15,109,0.13761467889908258
Chandler,anger,109,109,1.0
Chandler,disgust,8,109,0.07339449541284404
Chandler,surprise,23,109,0.21100917431192662
Joey,neutral,76,151,0.5033112582781457
Joey,joy,17,151,0.11258278145695365
Joey,fear,11,151,0.0728476821192053
Joey,sadness,18,151,0.11920529801324503
Joey,anger,151,151,1.0
Joey,disgust,12,151,0.07947019867549669
Joey,surprise,36,151,0.23841059602649006
Phoebe,neutral,63,149,0.4228187919463087
Phoebe,joy,24,149,0.1610738255033557
Phoebe,fear,6,149,0.040268456375838924
Phoebe,sadness,23,149,0.15436241610738255
Phoebe,anger,149,149,1.0
Phoebe,disgust,6,149,0.040268456375838924
Phoebe,surprise,28,149,0.18791946308724833
Ross,neutral,70,161,0.43478260869565216
Ross,joy,23,161,0.14285714285714285
Ross,fear,7,161,0.043478260869565216
Ross,sadness,11,161,0.06832298136645963
Ross,anger,161,161,1.0
Ross,disgust,8,161,0.049689440993788817
Ross,surprise,30,161,0.18633540372670807
Monica,neutral,67,153,0.43790849673202614
Monica,joy,16,153,0.10457516339869281
Monica,fear,9,153,0.058823529411764705
Monica,sadness,9,153,0.058823529411764705
Monica,anger,153,153,1.0
Monica,disgust,15,153,0.09803921568627451
Monica,surprise,36,153,0.23529411764705882
other,neutral,66,131,0.5038167938931297
other,joy,14,131,0.10687022900763359
other,fear,6,131,0.04580152671755725
other,sadness,8,131,0.061068702290076333
other,anger,131,131,1.0
other,disgust,8,131,0.061068702290076333
other,surprise,22,131,0.16793893129770993
Rachel,neutral,52,146,0.3561643835616438
Rachel,joy,18,146,0.1232876712328767
Rachel,fear,6,146,0.0410958904109589
Rachel,sadness,21,146,0.14383561643835616
Rachel,anger,146,146,1.0
Rachel,disgust,9,146,0.06164383561643835
Rachel,surprise,32,146,0.2191780821917808
