Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,13,15,0.8666666666666667
Chandler,joy,2,15,0.13333333333333333
Chandler,fear,1,15,0.06666666666666667
Chandler,sadness,1,15,0.06666666666666667
Chandler,anger,9,15,0.6
Chandler,disgust,15,15,1.0
Chandler,surprise,3,15,0.2
Phoebe,neutral,9,14,0.6428571428571429
Phoebe,joy,3,14,0.21428571428571427
Phoebe,fear,1,14,0.07142857142857142
Phoebe,sadness,1,14,0.07142857142857142
Phoebe,anger,8,14,0.5714285714285714
Phoebe,disgust,14,14,1.0
Phoebe,surprise,3,14,0.21428571428571427
other,neutral,9,10,0.9
other,joy,4,10,0.4
other,fear,1,10,0.1
other,sadness,0,10,0.0
other,anger,5,10,0.5
other,disgust,10,10,1.0
other,surprise,1,10,0.1
Rachel,neutral,9,16,0.5625
Rachel,joy,5,16,0.3125
Rachel,fear,1,16,0.0625
Rachel,sadness,2,16,0.125
Rachel,anger,6,16,0.375
Rachel,disgust,16,16,1.0
Rachel,surprise,5,16,0.3125
Joey,neutral,9,16,0.5625
Joey,joy,3,16,0.1875
Joey,fear,3,16,0.1875
Joey,sadness,1,16,0.0625
Joey,anger,9,16,0.5625
Joey,disgust,16,16,1.0
Joey,surprise,6,16,0.375
Monica,neutral,11,24,0.4583333333333333
Monica,joy,5,24,0.20833333333333334
Monica,fear,2,24,0.08333333333333333
Monica,sadness,4,24,0.16666666666666666
Monica,anger,11,24,0.4583333333333333
Monica,disgust,24,24,1.0
Monica,surprise,13,24,0.5416666666666666
Ross,neutral,6,14,0.42857142857142855
Ross,joy,4,14,0.2857142857142857
Ross,fear,0,14,0.0
Ross,sadness,3,14,0.21428571428571427
Ross,anger,8,14,0.5714285714285714
Ross,disgust,14,14,1.0
Ross,surprise,4,14,0.2857142857142857
