Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,32,51,0.6274509803921569
Chandler,joy,17,51,0.3333333333333333
Chandler,fear,5,51,0.09803921568627451
Chandler,sadness,12,51,0.23529411764705882
Chandler,anger,51,51,1.0
Chandler,disgust,6,51,0.11764705882352941
Chandler,surprise,21,51,0.4117647058823529
Joey,neutral,66,87,0.7586206896551724
Joey,joy,11,87,0.12643678160919541
Joey,fear,7,87,0.08045977011494253
Joey,sadness,12,87,0.13793103448275862
Joey,anger,87,87,1.0
Joey,disgust,7,87,0.08045977011494253
Joey,surprise,35,87,0.40229885057471265
Phoebe,neutral,58,88,0.6590909090909091
Phoebe,joy,28,88,0.3181818181818182
Phoebe,fear,6,88,0.06818181818181818
Phoebe,sadness,13,88,0.14772727272727273
Phoebe,anger,88,88,1.0
Phoebe,disgust,11,88,0.125
Phoebe,surprise,31,88,0.3522727272727273
Ross,neutral,59,84,0.7023809523809523
Ross,joy,22,84,0.2619047619047619
Ross,fear,7,84,0.08333333333333333
Ross,sadness,12,84,0.14285714285714285
Ross,anger,84,84,1.0
Ross,disgust,6,84,0.07142857142857142
Ross,surprise,22,84,0.2619047619047619
Monica,neutral,48,76,0.631578947368421
Monica,joy,17,76,0.2236842105263158
Monica,fear,9,76,0.11842105263157894
Monica,sadness,8,76,0.10526315789473684
Monica,anger,76,76,1.0
Monica,disgust,14,76,0.18421052631578946
Monica,surprise,31,76,0.40789473684210525
other,neutral,46,67,0.6865671641791045
other,joy,13,67,0.19402985074626866
other,fear,6,67,0.08955223880597014
other,sadness,5,67,0.07462686567164178
other,anger,67,67,1.0
other,disgust,6,67,0.08955223880597014
other,surprise,21,67,0.31343283582089554
Rachel,neutral,49,86,0.5697674418604651
Rachel,joy,19,86,0.22093023255813954
Rachel,fear,13,86,0.1511627906976744
Rachel,sadness,23,86,0.26744186046511625
Rachel,anger,86,86,1.0
Rachel,disgust,12,86,0.13953488372093023
Rachel,surprise,33,86,0.38372093023255816
