Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
other,joy,132,957,0.13793103448275862
other,neutral,957,957,1.0
other,sadness,41,957,0.042842215256008356
other,disgust,12,957,0.012539184952978056
other,surprise,101,957,0.10553814002089865
other,anger,61,957,0.06374085684430512
other,fear,16,957,0.01671891327063741
Chandler,joy,98,736,0.1331521739130435
Chandler,neutral,736,736,1.0
Chandler,sadness,35,736,0.04755434782608696
Chandler,disgust,17,736,0.02309782608695652
Chandler,surprise,77,736,0.10461956521739131
Chandler,anger,55,736,0.07472826086956522
Chandler,fear,30,736,0.04076086956521739
Joey,joy,130,910,0.14285714285714285
Joey,neutral,910,910,1.0
Joey,sadness,43,910,0.04725274725274725
Joey,disgust,17,910,0.01868131868131868
Joey,surprise,110,910,0.12087912087912088
Joey,anger,68,910,0.07472527472527472
Joey,fear,16,910,0.017582417582417582
Rachel,joy,150,887,0.16910935738444194
Rachel,neutral,887,887,1.0
Rachel,sadness,68,887,0.07666290868094701
Rachel,disgust,17,887,0.019165727170236752
Rachel,surprise,123,887,0.1386696730552424
Rachel,anger,80,887,0.09019165727170236
Rachel,fear,23,887,0.02593010146561443
Monica,joy,102,722,0.14127423822714683
Monica,neutral,722,722,1.0
Monica,sadness,33,722,0.045706371191135735
Monica,disgust,25,722,0.03462603878116344
Monica,surprise,94,722,0.13019390581717452
Monica,anger,81,722,0.11218836565096953
Monica,fear,13,722,0.018005540166204988
Phoebe,joy,121,713,0.1697054698457223
Phoebe,neutral,713,713,1.0
Phoebe,sadness,51,713,0.07152875175315568
Phoebe,disgust,22,713,0.030855539971949508
Phoebe,surprise,82,713,0.1150070126227209
Phoebe,anger,55,713,0.07713884992987377
Phoebe,fear,15,713,0.021037868162692847
Ross,joy,109,864,0.1261574074074074
Ross,neutral,864,864,1.0
Ross,sadness,45,864,0.052083333333333336
Ross,disgust,16,864,0.018518518518518517
Ross,surprise,83,864,0.09606481481481481
Ross,anger,84,864,0.09722222222222222
Ross,fear,22,864,0.02546296296296296
