Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,48,77,0.6233766233766234
Chandler,joy,19,77,0.24675324675324675
Chandler,fear,5,77,0.06493506493506493
Chandler,sadness,13,77,0.16883116883116883
Chandler,anger,77,77,1.0
Chandler,disgust,8,77,0.1038961038961039
Chandler,surprise,24,77,0.3116883116883117
Joey,neutral,73,112,0.6517857142857143
Joey,joy,16,112,0.14285714285714285
Joey,fear,9,112,0.08035714285714286
Joey,sadness,16,112,0.14285714285714285
Joey,anger,112,112,1.0
Joey,disgust,8,112,0.07142857142857142
Joey,surprise,34,112,0.30357142857142855
Phoebe,neutral,60,115,0.5217391304347826
Phoebe,joy,29,115,0.25217391304347825
Phoebe,fear,5,115,0.043478260869565216
Phoebe,sadness,19,115,0.16521739130434782
Phoebe,anger,115,115,1.0
Phoebe,disgust,9,115,0.0782608695652174
Phoebe,surprise,33,115,0.28695652173913044
Ross,neutral,72,121,0.5950413223140496
Ross,joy,22,121,0.18181818181818182
Ross,fear,7,121,0.05785123966942149
Ross,sadness,12,121,0.09917355371900827
Ross,anger,121,121,1.0
Ross,disgust,8,121,0.06611570247933884
Ross,surprise,29,121,0.2396694214876033
Monica,neutral,62,112,0.5535714285714286
Monica,joy,17,112,0.15178571428571427
Monica,fear,13,112,0.11607142857142858
Monica,sadness,9,112,0.08035714285714286
Monica,anger,112,112,1.0
Monica,disgust,15,112,0.13392857142857142
Monica,surprise,39,112,0.3482142857142857
other,neutral,56,92,0.6086956521739131
other,joy,14,92,0.15217391304347827
other,fear,7,92,0.07608695652173914
other,sadness,9,92,0.09782608695652174
other,anger,92,92,1.0
other,disgust,7,92,0.07608695652173914
other,surprise,24,92,0.2608695652173913
Rachel,neutral,54,110,0.4909090909090909
Rachel,joy,17,110,0.15454545454545454
Rachel,fear,9,110,0.08181818181818182
Rachel,sadness,22,110,0.2
Rachel,anger,110,110,1.0
Rachel,disgust,11,110,0.1
Rachel,surprise,33,110,0.3
