Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,surprise,32,161,0.19875776397515527
Chandler,disgust,9,161,0.055900621118012424
Chandler,sadness,21,161,0.13043478260869565
Chandler,fear,5,161,0.031055900621118012
Chandler,neutral,101,161,0.6273291925465838
Chandler,anger,161,161,1.0
Chandler,joy,31,161,0.19254658385093168
Joey,surprise,38,194,0.1958762886597938
Joey,disgust,13,194,0.06701030927835051
Joey,sadness,28,194,0.14432989690721648
Joey,fear,9,194,0.04639175257731959
Joey,neutral,100,194,0.5154639175257731
Joey,anger,194,194,1.0
Joey,joy,30,194,0.15463917525773196
Phoebe,surprise,37,174,0.21264367816091953
Phoebe,disgust,5,174,0.028735632183908046
Phoebe,sadness,26,174,0.14942528735632185
Phoebe,fear,9,174,0.05172413793103448
Phoebe,neutral,77,174,0.4425287356321839
Phoebe,anger,174,174,1.0
Phoebe,joy,25,174,0.14367816091954022
Ross,surprise,25,217,0.1152073732718894
Ross,disgust,7,217,0.03225806451612903
Ross,sadness,25,217,0.1152073732718894
Ross,fear,7,217,0.03225806451612903
Ross,neutral,116,217,0.5345622119815668
Ross,anger,217,217,1.0
Ross,joy,38,217,0.17511520737327188
other,surprise,29,177,0.1638418079096045
other,disgust,8,177,0.04519774011299435
other,sadness,22,177,0.12429378531073447
other,fear,6,177,0.03389830508474576
other,neutral,94,177,0.5310734463276836
other,anger,177,177,1.0
other,joy,26,177,0.14689265536723164
Monica,surprise,24,185,0.12972972972972974
Monica,disgust,14,185,0.07567567567567568
Monica,sadness,23,185,0.12432432432432433
Monica,fear,6,185,0.032432432432432434
Monica,neutral,92,185,0.4972972972972973
Monica,anger,185,185,1.0
Monica,joy,37,185,0.2
Rachel,surprise,32,174,0.1839080459770115
Rachel,disgust,9,174,0.05172413793103448
Rachel,sadness,25,174,0.14367816091954022
Rachel,fear,10,174,0.05747126436781609
Rachel,neutral,86,174,0.4942528735632184
Rachel,anger,174,174,1.0
Rachel,joy,19,174,0.10919540229885058
