Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,joy,58,148,0.3918918918918919
Chandler,neutral,126,148,0.8513513513513513
Chandler,sadness,36,148,0.24324324324324326
Chandler,disgust,20,148,0.13513513513513514
Chandler,surprise,148,148,1.0
Chandler,anger,54,148,0.36486486486486486
Chandler,fear,17,148,0.11486486486486487
Joey,joy,49,152,0.3223684210526316
Joey,neutral,137,152,0.9013157894736842
Joey,sadness,23,152,0.1513157894736842
Joey,disgust,18,152,0.11842105263157894
Joey,surprise,152,152,1.0
Joey,anger,52,152,0.34210526315789475
Joey,fear,18,152,0.11842105263157894
Phoebe,joy,58,145,0.4
Phoebe,neutral,115,145,0.7931034482758621
Phoebe,sadness,34,145,0.23448275862068965
Phoebe,disgust,17,145,0.11724137931034483
Phoebe,surprise,145,145,1.0
Phoebe,anger,49,145,0.33793103448275863
Phoebe,fear,12,145,0.08275862068965517
Rachel,joy,64,159,0.4025157232704403
Rachel,neutral,132,159,0.8301886792452831
Rachel,sadness,32,159,0.20125786163522014
Rachel,disgust,9,159,0.05660377358490566
Rachel,surprise,159,159,1.0
Rachel,anger,41,159,0.2578616352201258
Rachel,fear,21,159,0.1320754716981132
Ross,joy,59,129,0.4573643410852713
Ross,neutral,107,129,0.8294573643410853
Ross,sadness,22,129,0.17054263565891473
Ross,disgust,12,129,0.09302325581395349
Ross,surprise,129,129,1.0
Ross,anger,49,129,0.3798449612403101
Ross,fear,15,129,0.11627906976744186
Monica,joy,69,156,0.4423076923076923
Monica,neutral,126,156,0.8076923076923077
Monica,sadness,26,156,0.16666666666666666
Monica,disgust,19,156,0.12179487179487179
Monica,surprise,156,156,1.0
Monica,anger,50,156,0.32051282051282054
Monica,fear,14,156,0.08974358974358974
other,joy,66,156,0.4230769230769231
other,neutral,127,156,0.8141025641025641
other,sadness,30,156,0.19230769230769232
other,disgust,13,156,0.08333333333333333
other,surprise,156,156,1.0
other,anger,48,156,0.3076923076923077
other,fear,10,156,0.0641025641025641
