Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,joy,153,153,1.0
Chandler,neutral,123,153,0.803921568627451
Chandler,sadness,16,153,0.10457516339869281
Chandler,disgust,7,153,0.0457516339869281
Chandler,surprise,41,153,0.2679738562091503
Chandler,anger,35,153,0.22875816993464052
Chandler,fear,11,153,0.0718954248366013
Rachel,joy,233,233,1.0
Rachel,neutral,188,233,0.8068669527896996
Rachel,sadness,28,233,0.12017167381974249
Rachel,disgust,7,233,0.030042918454935622
Rachel,surprise,55,233,0.23605150214592274
Rachel,anger,27,233,0.11587982832618025
Rachel,fear,15,233,0.06437768240343347
Ross,joy,234,234,1.0
Ross,neutral,175,234,0.7478632478632479
Ross,sadness,25,234,0.10683760683760683
Ross,disgust,11,234,0.04700854700854701
Ross,surprise,73,234,0.31196581196581197
Ross,anger,44,234,0.18803418803418803
Ross,fear,13,234,0.05555555555555555
Joey,joy,240,240,1.0
Joey,neutral,181,240,0.7541666666666667
Joey,sadness,27,240,0.1125
Joey,disgust,12,240,0.05
Joey,surprise,66,240,0.275
Joey,anger,39,240,0.1625
Joey,fear,17,240,0.07083333333333333
other,joy,265,265,1.0
other,neutral,181,265,0.6830188679245283
other,sadness,35,265,0.1320754716981132
other,disgust,12,265,0.045283018867924525
other,surprise,77,265,0.29056603773584905
other,anger,46,265,0.17358490566037735
other,fear,22,265,0.0830188679245283
Phoebe,joy,205,205,1.0
Phoebe,neutral,151,205,0.7365853658536585
Phoebe,sadness,26,205,0.12682926829268293
Phoebe,disgust,9,205,0.04390243902439024
Phoebe,surprise,57,205,0.2780487804878049
Phoebe,anger,39,205,0.1902439024390244
Phoebe,fear,5,205,0.024390243902439025
Monica,joy,225,225,1.0
Monica,neutral,165,225,0.7333333333333333
Monica,sadness,32,225,0.14222222222222222
Monica,disgust,16,225,0.07111111111111111
Monica,surprise,64,225,0.28444444444444444
Monica,anger,51,225,0.22666666666666666
Monica,fear,12,225,0.05333333333333334
