Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,joy,16,44,0.36363636363636365
Chandler,neutral,36,44,0.8181818181818182
Chandler,sadness,7,44,0.1590909090909091
Chandler,disgust,44,44,1.0
Chandler,anger,13,44,0.29545454545454547
Chandler,surprise,20,44,0.45454545454545453
Chandler,fear,9,44,0.20454545454545456
Ross,joy,10,27,0.37037037037037035
Ross,neutral,22,27,0.8148148148148148
Ross,sadness,4,27,0.14814814814814814
Ross,disgust,27,27,1.0
Ross,anger,8,27,0.2962962962962963
Ross,surprise,10,27,0.37037037037037035
Ross,fear,4,27,0.14814814814814814
Phoebe,joy,13,32,0.40625
Phoebe,neutral,24,32,0.75
Phoebe,sadness,8,32,0.25
Phoebe,disgust,32,32,1.0
Phoebe,anger,11,32,0.34375
Phoebe,surprise,17,32,0.53125
Phoebe,fear,2,32,0.0625
other,joy,10,30,0.3333333333333333
other,neutral,24,30,0.8
other,sadness,4,30,0.13333333333333333
other,disgust,30,30,1.0
other,anger,15,30,0.5
other,surprise,14,30,0.4666666666666667
other,fear,4,30,0.13333333333333333
Joey,joy,13,35,0.37142857142857144
Joey,neutral,27,35,0.7714285714285715
Joey,sadness,1,35,0.02857142857142857
Joey,disgust,35,35,1.0
Joey,anger,11,35,0.3142857142857143
Joey,surprise,20,35,0.5714285714285714
Joey,fear,6,35,0.17142857142857143
Rachel,joy,18,33,0.5454545454545454
Rachel,neutral,21,33,0.6363636363636364
Rachel,sadness,8,33,0.24242424242424243
Rachel,disgust,33,33,1.0
Rachel,anger,10,33,0.30303030303030304
Rachel,surprise,13,33,0.3939393939393939
Rachel,fear,4,33,0.12121212121212122
Monica,joy,18,48,0.375
Monica,neutral,36,48,0.75
Monica,sadness,10,48,0.20833333333333334
Monica,disgust,48,48,1.0
Monica,anger,21,48,0.4375
Monica,surprise,19,48,0.3958333333333333
Monica,fear,5,48,0.10416666666666667
