Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,70,104,0.6730769230769231
Chandler,joy,32,104,0.3076923076923077
Chandler,fear,8,104,0.07692307692307693
Chandler,sadness,6,104,0.057692307692307696
Chandler,anger,14,104,0.1346153846153846
Chandler,disgust,6,104,0.057692307692307696
Chandler,surprise,104,104,1.0
Phoebe,neutral,61,101,0.6039603960396039
Phoebe,joy,23,101,0.22772277227722773
Phoebe,fear,3,101,0.0297029702970297
Phoebe,sadness,11,101,0.10891089108910891
Phoebe,anger,20,101,0.19801980198019803
Phoebe,disgust,3,101,0.0297029702970297
Phoebe,surprise,101,101,1.0
Ross,neutral,72,105,0.6857142857142857
Ross,joy,31,105,0.29523809523809524
Ross,fear,4,105,0.0380952380952381
Ross,sadness,11,105,0.10476190476190476
Ross,anger,14,105,0.13333333333333333
Ross,disgust,3,105,0.02857142857142857
Ross,surprise,105,105,1.0
Joey,neutral,93,126,0.7380952380952381
Joey,joy,28,126,0.2222222222222222
Joey,fear,4,126,0.031746031746031744
Joey,sadness,11,126,0.0873015873015873
Joey,anger,14,126,0.1111111111111111
Joey,disgust,6,126,0.047619047619047616
Joey,surprise,126,126,1.0
Monica,neutral,61,105,0.580952380952381
Monica,joy,32,105,0.3047619047619048
Monica,fear,5,105,0.047619047619047616
Monica,sadness,9,105,0.08571428571428572
Monica,anger,19,105,0.18095238095238095
Monica,disgust,8,105,0.0761904761904762
Monica,surprise,105,105,1.0
Rachel,neutral,79,139,0.5683453237410072
Rachel,joy,36,139,0.2589928057553957
Rachel,fear,8,139,0.05755395683453238
Rachel,sadness,20,139,0.14388489208633093
Rachel,anger,14,139,0.10071942446043165
Rachel,disgust,7,139,0.050359712230215826
Rachel,surprise,139,139,1.0
other,neutral,77,122,0.6311475409836066
other,joy,39,122,0.319672131147541
other,fear,4,122,0.03278688524590164
other,sadness,11,122,0.09016393442622951
other,anger,16,122,0.13114754098360656
other,disgust,1,122,0.00819672131147541
other,surprise,122,122,1.0
