Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
other,joy,183,1088,0.16819852941176472
other,neutral,1088,1088,1.0
other,sadness,65,1088,0.05974264705882353
other,disgust,21,1088,0.019301470588235295
other,surprise,128,1088,0.11764705882352941
other,anger,74,1088,0.06801470588235294
other,fear,23,1088,0.021139705882352942
Chandler,joy,111,775,0.1432258064516129
Chandler,neutral,775,775,1.0
Chandler,sadness,40,775,0.05161290322580645
Chandler,disgust,18,775,0.023225806451612905
Chandler,surprise,85,775,0.10967741935483871
Chandler,anger,82,775,0.10580645161290322
Chandler,fear,15,775,0.01935483870967742
Joey,joy,104,891,0.11672278338945005
Joey,neutral,891,891,1.0
Joey,sadness,36,891,0.04040404040404041
Joey,disgust,22,891,0.024691358024691357
Joey,surprise,104,891,0.11672278338945005
Joey,anger,77,891,0.08641975308641975
Joey,fear,22,891,0.024691358024691357
Rachel,joy,100,716,0.13966480446927373
Rachel,neutral,716,716,1.0
Rachel,sadness,38,716,0.05307262569832402
Rachel,disgust,10,716,0.013966480446927373
Rachel,surprise,67,716,0.0935754189944134
Rachel,anger,57,716,0.07960893854748603
Rachel,fear,18,716,0.025139664804469275
Monica,joy,107,675,0.15851851851851853
Monica,neutral,675,675,1.0
Monica,sadness,39,675,0.057777777777777775
Monica,disgust,7,675,0.01037037037037037
Monica,surprise,72,675,0.10666666666666667
Monica,anger,61,675,0.09037037037037036
Monica,fear,15,675,0.022222222222222223
Phoebe,joy,92,705,0.13049645390070921
Phoebe,neutral,705,705,1.0
Phoebe,sadness,44,705,0.062411347517730496
Phoebe,disgust,21,705,0.029787234042553193
Phoebe,surprise,97,705,0.1375886524822695
Phoebe,anger,64,705,0.09078014184397164
Phoebe,fear,20,705,0.028368794326241134
Ross,joy,109,881,0.12372304199772985
Ross,neutral,881,881,1.0
Ross,sadness,49,881,0.05561861520998865
Ross,disgust,10,881,0.011350737797956867
Ross,surprise,98,881,0.1112372304199773
Ross,anger,91,881,0.10329171396140749
Ross,fear,19,881,0.021566401816118047
