Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Monica,surprise,12,42,0.2857142857142857
Monica,disgust,42,42,1.0
Monica,sadness,10,42,0.23809523809523808
Monica,fear,3,42,0.07142857142857142
Monica,neutral,24,42,0.5714285714285714
Monica,anger,9,42,0.21428571428571427
Monica,joy,5,42,0.11904761904761904
Joey,surprise,11,51,0.21568627450980393
Joey,disgust,51,51,1.0
Joey,sadness,4,51,0.0784313725490196
Joey,fear,2,51,0.0392156862745098
Joey,neutral,32,51,0.6274509803921569
Joey,anger,18,51,0.35294117647058826
Joey,joy,7,51,0.13725490196078433
Phoebe,surprise,11,42,0.2619047619047619
Phoebe,disgust,42,42,1.0
Phoebe,sadness,2,42,0.047619047619047616
Phoebe,fear,0,42,0.0
Phoebe,neutral,26,42,0.6190476190476191
Phoebe,anger,14,42,0.3333333333333333
Phoebe,joy,5,42,0.11904761904761904
other,surprise,10,44,0.22727272727272727
other,disgust,44,44,1.0
other,sadness,8,44,0.18181818181818182
other,fear,3,44,0.06818181818181818
other,neutral,23,44,0.5227272727272727
other,anger,15,44,0.3409090909090909
other,joy,8,44,0.18181818181818182
Ross,surprise,4,25,0.16
Ross,disgust,25,25,1.0
Ross,sadness,6,25,0.24
Ross,fear,1,25,0.04
Ross,neutral,17,25,0.68
Ross,anger,5,25,0.2
Ross,joy,7,25,0.28
Rachel,surprise,6,34,0.17647058823529413
Rachel,disgust,34,34,1.0
Rachel,sadness,6,34,0.17647058823529413
Rachel,fear,4,34,0.11764705882352941
Rachel,neutral,16,34,0.47058823529411764
Rachel,anger,8,34,0.23529411764705882
Rachel,joy,6,34,0.17647058823529413
Chandler,surprise,9,36,0.25
Chandler,disgust,36,36,1.0
Chandler,sadness,2,36,0.05555555555555555
Chandler,fear,1,36,0.027777777777777776
Chandler,neutral,20,36,0.5555555555555556
Chandler,anger,11,36,0.3055555555555556
Chandler,joy,5,36,0.1388888888888889
