Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Rachel,joy,43,132,0.32575757575757575
Rachel,neutral,96,132,0.7272727272727273
Rachel,sadness,132,132,1.0
Rachel,disgust,13,132,0.09848484848484848
Rachel,anger,39,132,0.29545454545454547
Rachel,surprise,43,132,0.32575757575757575
Rachel,fear,14,132,0.10606060606060606
Monica,joy,36,82,0.43902439024390244
Monica,neutral,59,82,0.7195121951219512
Monica,sadness,82,82,1.0
Monica,disgust,11,82,0.13414634146341464
Monica,anger,24,82,0.2926829268292683
Monica,surprise,32,82,0.3902439024390244
Monica,fear,3,82,0.036585365853658534
Chandler,joy,22,69,0.3188405797101449
Chandler,neutral,56,69,0.8115942028985508
Chandler,sadness,69,69,1.0
Chandler,disgust,4,69,0.057971014492753624
Chandler,anger,29,69,0.42028985507246375
Chandler,surprise,28,69,0.4057971014492754
Chandler,fear,8,69,0.11594202898550725
other,joy,36,100,0.36
other,neutral,76,100,0.76
other,sadness,100,100,1.0
other,disgust,6,100,0.06
other,anger,29,100,0.29
other,surprise,39,100,0.39
other,fear,15,100,0.15
Joey,joy,12,71,0.16901408450704225
Joey,neutral,56,71,0.7887323943661971
Joey,sadness,71,71,1.0
Joey,disgust,3,71,0.04225352112676056
Joey,anger,25,71,0.352112676056338
Joey,surprise,21,71,0.29577464788732394
Joey,fear,0,71,0.0
Phoebe,joy,27,78,0.34615384615384615
Phoebe,neutral,61,78,0.782051282051282
Phoebe,sadness,78,78,1.0
Phoebe,disgust,5,78,0.0641025641025641
Phoebe,anger,25,78,0.32051282051282054
Phoebe,surprise,28,78,0.358974358974359
Phoebe,fear,5,78,0.0641025641025641
Ross,joy,35,97,0.36082474226804123
Ross,neutral,86,97,0.8865979381443299
Ross,sadness,97,97,1.0
Ross,disgust,5,97,0.05154639175257732
Ross,anger,23,97,0.23711340206185566
Ross,surprise,32,97,0.32989690721649484
Ross,fear,7,97,0.07216494845360824
