Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,disgust,29,29,1
Joey,disgust,38,38,1
Phoebe,disgust,23,23,1
Rachel,disgust,29,29,1
other,disgust,22,22,1
Monica,disgust,37,37,1
Ross,disgust,21,21,1
Chandler,neutral,27,29,0.931034482758621
Ross,neutral,18,21,0.857142857142857
Phoebe,neutral,19,23,0.826086956521739
other,neutral,18,22,0.818181818181818
Rachel,neutral,22,29,0.758620689655172
Monica,neutral,27,37,0.72972972972973
Joey,neutral,25,38,0.657894736842105
Monica,surprise,22,37,0.594594594594595
Joey,anger,21,38,0.552631578947368
Rachel,surprise,16,29,0.551724137931034
other,joy,12,22,0.545454545454545
other,anger,12,22,0.545454545454545
Monica,anger,18,37,0.486486486486487
Rachel,anger,14,29,0.482758620689655
Phoebe,surprise,11,23,0.478260869565217
Phoebe,anger,10,23,0.434782608695652
Ross,joy,9,21,0.428571428571429
Ross,anger,9,21,0.428571428571429
Joey,surprise,16,38,0.421052631578947
Chandler,surprise,12,29,0.413793103448276
Chandler,anger,11,29,0.379310344827586
Ross,surprise,7,21,0.333333333333333
Monica,joy,12,37,0.324324324324324
Chandler,joy,9,29,0.310344827586207
Rachel,joy,9,29,0.310344827586207
Ross,sadness,6,21,0.285714285714286
Rachel,sadness,8,29,0.275862068965517
Joey,joy,10,38,0.263157894736842
Phoebe,sadness,6,23,0.260869565217391
Joey,sadness,9,38,0.236842105263158
Phoebe,joy,5,23,0.217391304347826
Monica,sadness,8,37,0.216216216216216
Joey,fear,8,38,0.210526315789474
other,fear,4,22,0.181818181818182
Phoebe,fear,4,23,0.173913043478261
Chandler,sadness,5,29,0.172413793103448
other,surprise,3,22,0.136363636363636
other,sadness,2,22,0.090909090909091
Monica,fear,3,37,0.081081081081081
Chandler,fear,2,29,0.068965517241379
Rachel,fear,2,29,0.068965517241379
Ross,fear,1,21,0.047619047619048
