Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Chandler,neutral,35,64,0.546875
Chandler,joy,19,64,0.296875
Chandler,fear,9,64,0.140625
Chandler,sadness,12,64,0.1875
Chandler,anger,19,64,0.296875
Chandler,disgust,10,64,0.15625
Chandler,surprise,64,64,1.0
Joey,neutral,72,102,0.7058823529411765
Joey,joy,26,102,0.2549019607843137
Joey,fear,10,102,0.09803921568627451
Joey,sadness,8,102,0.0784313725490196
Joey,anger,31,102,0.30392156862745096
Joey,disgust,5,102,0.049019607843137254
Joey,surprise,102,102,1.0
Phoebe,neutral,49,79,0.620253164556962
Phoebe,joy,21,79,0.26582278481012656
Phoebe,fear,7,79,0.08860759493670886
Phoebe,sadness,21,79,0.26582278481012656
Phoebe,anger,24,79,0.3037974683544304
Phoebe,disgust,11,79,0.13924050632911392
Phoebe,surprise,79,79,1.0
Rachel,neutral,48,91,0.5274725274725275
Rachel,joy,31,91,0.34065934065934067
Rachel,fear,13,91,0.14285714285714285
Rachel,sadness,22,91,0.24175824175824176
Rachel,anger,28,91,0.3076923076923077
Rachel,disgust,5,91,0.054945054945054944
Rachel,surprise,91,91,1.0
Ross,neutral,50,72,0.6944444444444444
Ross,joy,30,72,0.4166666666666667
Ross,fear,5,72,0.06944444444444445
Ross,sadness,8,72,0.1111111111111111
Ross,anger,27,72,0.375
Ross,disgust,6,72,0.08333333333333333
Ross,surprise,72,72,1.0
Monica,neutral,46,88,0.5227272727272727
Monica,joy,37,88,0.42045454545454547
Monica,fear,5,88,0.056818181818181816
Monica,sadness,13,88,0.14772727272727273
Monica,anger,28,88,0.3181818181818182
Monica,disgust,7,88,0.07954545454545454
Monica,surprise,88,88,1.0
other,neutral,61,87,0.7011494252873564
other,joy,33,87,0.3793103448275862
other,fear,3,87,0.034482758620689655
other,sadness,11,87,0.12643678160919541
other,anger,24,87,0.27586206896551724
other,disgust,4,87,0.04597701149425287
other,surprise,87,87,1.0
