Speaker,Emotion,Ngrams_with_emotion,Total_Ngrams_for_Speaker,Ratio
Joey,joy,27,147,0.1836734693877551
Joey,neutral,109,147,0.7414965986394558
Joey,disgust,24,147,0.16326530612244897
Joey,sadness,26,147,0.17687074829931973
Joey,surprise,66,147,0.4489795918367347
Joey,anger,147,147,1.0
Joey,fear,16,147,0.10884353741496598
Chandler,joy,43,135,0.31851851851851853
Chandler,neutral,103,135,0.762962962962963
Chandler,disgust,22,135,0.16296296296296298
Chandler,sadness,31,135,0.22962962962962963
Chandler,surprise,65,135,0.48148148148148145
Chandler,anger,135,135,1.0
Chandler,fear,15,135,0.1111111111111111
Phoebe,joy,51,155,0.32903225806451614
Phoebe,neutral,107,155,0.6903225806451613
Phoebe,disgust,15,155,0.0967741935483871
Phoebe,sadness,29,155,0.1870967741935484
Phoebe,surprise,65,155,0.41935483870967744
Phoebe,anger,155,155,1.0
Phoebe,fear,13,155,0.08387096774193549
Ross,joy,50,173,0.28901734104046245
Ross,neutral,133,173,0.7687861271676301
Ross,disgust,14,173,0.08092485549132948
Ross,sadness,34,173,0.19653179190751446
Ross,surprise,53,173,0.3063583815028902
Ross,anger,173,173,1.0
Ross,fear,12,173,0.06936416184971098
other,joy,36,147,0.24489795918367346
other,neutral,108,147,0.7346938775510204
other,disgust,18,147,0.12244897959183673
other,sadness,20,147,0.1360544217687075
other,surprise,46,147,0.3129251700680272
other,anger,147,147,1.0
other,fear,17,147,0.11564625850340136
Monica,joy,44,158,0.27848101265822783
Monica,neutral,119,158,0.7531645569620253
Monica,disgust,20,158,0.12658227848101267
Monica,sadness,26,158,0.16455696202531644
Monica,surprise,70,158,0.4430379746835443
Monica,anger,158,158,1.0
Monica,fear,16,158,0.10126582278481013
Rachel,joy,50,171,0.29239766081871343
Rachel,neutral,123,171,0.7192982456140351
Rachel,disgust,19,171,0.1111111111111111
Rachel,sadness,36,171,0.21052631578947367
Rachel,surprise,60,171,0.3508771929824561
Rachel,anger,171,171,1.0
Rachel,fear,22,171,0.1286549707602339
